iso_o,input_ind,output_ind,valueshare
CHN,32,9,.007310648
EU,32,9,.0026977269
IND,32,9,.000049991144
JPN,32,9,.012854894
ROW,32,9,.0052272999
USA,32,9,.0038214161
BRA,33,9,.00066839985
CHN,33,9,.00054547377
EU,33,9,.0077551901
IND,33,9,.012138749
JPN,33,9,.0037996981
ROW,33,9,.0064383
USA,33,9,.0045464812
BRA,34,9,.0082215983
CHN,34,9,.0011189461
EU,34,9,.0049588657
IND,34,9,.00027875061
JPN,34,9,.0037805981
ROW,34,9,.0057071
USA,34,9,.0049716607
BRA,35,9,.0034772991
CHN,35,9,.0010266505
EU,35,9,.012886251
IND,35,9,.000098882483
JPN,35,9,.0095196953
ROW,35,9,.0052371002
USA,35,9,.010268706
BRA,36,9,.040782489
CHN,36,9,.020124432
EU,36,9,.023451665
IND,36,9,.0220217
JPN,36,9,.010194896
ROW,36,9,.0254364
USA,36,9,.0070829587
BRA,37,9,.0038865991
CHN,37,9,.00029818565
EU,37,9,.015295587
IND,37,9,.000049991144
JPN,37,9,.0064068967
ROW,37,9,.0081711002
USA,37,9,.01205282
BRA,38,9,.04579429
CHN,38,9,.012470699
EU,38,9,.044740587
IND,38,9,.00078156154
JPN,38,9,.01907899
ROW,38,9,.025735101
USA,38,9,.059231546
BRA,39,9,.015455697
CHN,39,9,.013818334
EU,39,9,.036400218
IND,39,9,.0072411173
JPN,39,9,.011672094
ROW,39,9,.0179097
USA,39,9,.032351144
BRA,40,9,.0031927994
CHN,40,9,.00036778228
EU,40,9,.0089700567
IND,40,9,.000098682518
JPN,40,9,.00018919991
ROW,40,9,.0044995002
USA,40,9,.017584652
BRA,41,9,.00098979974
CHN,41,9,.00011839429
EU,41,9,.0016545552
IND,41,9,.000049991144
JPN,41,9,.00088389957
ROW,41,9,.0017164
USA,41,9,.0018300118
BRA,42,9,.00044979987
CHN,42,9,.00027018698
EU,42,9,.00096557388
IND,42,9,.000049991144
JPN,42,9,.0015106993
ROW,42,9,.0016539
USA,42,9,.00068046723
BRA,43,9,.00023979995
CHN,43,9,.00024518819
EU,43,9,.0036520013
IND,43,9,.000049991144
JPN,43,9,.0027146987
ROW,43,9,.0015357001
USA,43,9,.00074476417
BRA,44,9,.0033132993
CHN,44,9,.0012820383
EU,44,9,.0031761141
IND,44,9,.000061289145
JPN,44,9,.0045551979
ROW,44,9,.0031105001
USA,44,9,.0010078514
BRA,1,10,.050466437
CHN,1,10,.000079991114
EU,1,10,.00054198818
IND,1,10,.000061273073
JPN,1,10,.00024099649
ROW,1,10,.0023165003
USA,1,10,.000077194847
BRA,2,10,.000090698624
CHN,2,10,.000049994444
EU,2,10,.000049998907
IND,2,10,.000049978033
JPN,2,10,.000049999271
ROW,2,10,.000053900007
USA,2,10,.000049996663
BRA,3,10,.26565999
CHN,3,10,.74734288
EU,3,10,.57971728
IND,3,10,.84681791
JPN,3,10,.64153212
ROW,3,10,.58151984
USA,3,10,.72868139
BRA,4,10,.0010149847
CHN,4,10,.00085170538
EU,4,10,.0094199944
IND,4,10,.00044400487
JPN,4,10,.0011494833
ROW,4,10,.014140702
USA,4,10,.00024448367
BRA,5,10,.0031887519
CHN,5,10,.000049994444
EU,5,10,.0027193406
IND,5,10,.0054185186
JPN,5,10,.0053800219
ROW,5,10,.011993302
USA,5,10,.00020928602
BRA,6,10,.015331469
CHN,6,10,.0077465395
EU,6,10,.0036290209
IND,6,10,.0019046628
JPN,6,10,.0010030854
ROW,6,10,.0023706001
USA,6,10,.0011604226
BRA,7,10,.00048409266
CHN,7,10,.0022075549
EU,7,10,.00051948865
IND,7,10,.0020555966
JPN,7,10,.00027949593
ROW,7,10,.0008468001
USA,7,10,.000164789
BRA,8,10,.000049999242
CHN,8,10,.0001808799
EU,8,10,.00038059169
IND,8,10,.00019551408
JPN,8,10,.000051699248
ROW,8,10,.00083570014
USA,8,10,.000049996663
BRA,9,10,.00072218908
CHN,9,10,.00029146762
EU,9,10,.00097337877
IND,9,10,.0018420903
JPN,9,10,.0013562803
ROW,9,10,.0012227001
USA,9,10,.00048076789
BRA,10,10,.3415648
CHN,10,10,.07518135
EU,10,10,.063501813
IND,10,10,.020400634
JPN,10,10,.062673189
ROW,10,10,.10381932
USA,10,10,.027600858
BRA,11,10,.075620152
CHN,11,10,.025240595
EU,11,10,.027690396
IND,11,10,.013301653
JPN,11,10,.029323073
ROW,11,10,.033025403
USA,11,10,.022439802
BRA,12,10,.00061909063
CHN,12,10,.00006449283
EU,12,10,.0021196536
IND,12,10,.0010755273
JPN,12,10,.0013703801
ROW,12,10,.0014731003
USA,12,10,.00012619157
BRA,13,10,.00071278925
CHN,13,10,.0025020221
EU,13,10,.0034799241
IND,13,10,.0038032283
JPN,13,10,.0010165853
ROW,13,10,.0019331003
USA,13,10,.00098853395
BRA,14,10,.00042359359
CHN,14,10,.0073419842
EU,14,10,.0010387773
IND,14,10,.00033915092
JPN,14,10,.0011156838
ROW,14,10,.0022676003
USA,14,10,.00011159255
BRA,15,10,.001452378
CHN,15,10,.00042735253
EU,15,10,.0020305559
IND,15,10,.0035060588
JPN,15,10,.0029298575
ROW,15,10,.0042600003
USA,15,10,.00016858875
BRA,16,10,.0012336813
CHN,16,10,.00072111993
EU,16,10,.0052593853
IND,16,10,.0062977322
JPN,16,10,.0012474818
ROW,16,10,.0023944003
USA,16,10,.0010809278
BRA,17,10,.00058849109
CHN,17,10,.0017544051
EU,17,10,.0011265754
IND,17,10,.0011430975
JPN,17,10,.00063939067
ROW,17,10,.0013596001
USA,17,10,.00041257247
BRA,18,10,.00027349585
CHN,18,10,.00032236418
EU,18,10,.0015269667
IND,18,10,.0009724726
JPN,18,10,.00028569583
ROW,18,10,.00096500013
USA,18,10,.000081594553
BRA,19,10,.006659599
CHN,19,10,.0062220083
EU,19,10,.0063449615
IND,19,10,.0066152923
JPN,19,10,.00050629262
ROW,19,10,.0033799005
USA,19,10,.0001783881
BRA,20,10,.00040509386
CHN,20,10,.000049994444
EU,20,10,.0012909719
IND,20,10,.00056345231
JPN,20,10,.0003720946
ROW,20,10,.00054290006
USA,20,10,.00013199118
BRA,21,10,.00016599748
CHN,21,10,.000088890127
EU,21,10,.0003759918
IND,21,10,.00014423659
JPN,21,10,.00014309792
ROW,21,10,.00053570006
USA,21,10,.00012229184
BRA,22,10,.0041191378
CHN,22,10,.0013007555
EU,22,10,.004670498
IND,22,10,.0012208634
JPN,22,10,.0028679583
ROW,22,10,.0017067002
USA,22,10,.0008868408
BRA,23,10,.00062229059
CHN,23,10,.01404024
EU,23,10,.018509995
IND,23,10,.0025331867
JPN,23,10,.012726814
ROW,23,10,.015629701
USA,23,10,.012712551
BRA,24,10,.0012741807
CHN,24,10,.00051854237
EU,24,10,.0041763089
IND,24,10,.000049978033
JPN,24,10,.0022205675
ROW,24,10,.0013763001
USA,24,10,.00061895867
BRA,25,10,.00022799656
CHN,25,10,.0001520831
EU,25,10,.0067943521
IND,25,10,.0042820177
JPN,25,10,.0025007636
ROW,25,10,.0055867005
USA,25,10,.024750847
BRA,26,10,.13422267
CHN,26,10,.035694133
EU,26,10,.10628098
IND,26,10,.043187421
JPN,26,10,.10868012
ROW,26,10,.098950312
USA,26,10,.033502065
BRA,27,10,.038697816
CHN,27,10,.033432487
EU,27,10,.047607061
IND,27,10,.017871946
JPN,27,10,.051620949
ROW,27,10,.037211105
USA,27,10,.067135513
BRA,28,10,.0025189619
CHN,28,10,.0030104655
EU,28,10,.0042188079
IND,28,10,.00096137746
JPN,28,10,.018173436
ROW,28,10,.0070585008
USA,28,10,.0038944399
BRA,29,10,.0016968743
CHN,29,10,.0014950339
EU,29,10,.0031837306
IND,29,10,.0007450725
JPN,29,10,.0028793581
ROW,29,10,.0032309005
USA,29,10,.0038239448
BRA,30,10,.0088289659
CHN,30,10,.0053210086
EU,30,10,.018461198
IND,30,10,.0035391445
JPN,30,10,.025419431
ROW,30,10,.012487302
USA,30,10,.017508831
BRA,31,10,.00026999592
CHN,31,10,.00080511055
EU,31,10,.0013250711
IND,31,10,.000049978033
JPN,31,10,.00052749232
ROW,31,10,.00020470003
USA,31,10,.000079094716
BRA,32,10,.00016679747
CHN,32,10,.0018949894
EU,32,10,.0038677158
IND,32,10,.000049978033
JPN,32,10,.0022097679
ROW,32,10,.0016780002
USA,32,10,.00026748213
BRA,33,10,.0008176876
CHN,33,10,.00023117432
EU,33,10,.00096827885
IND,33,10,.00050447829
JPN,33,10,.00044279356
ROW,33,10,.0010626001
USA,33,10,.00081264577
BRA,34,10,.00086968683
CHN,34,10,.00013048551
EU,34,10,.0014639681
IND,34,10,.000049978033
JPN,34,10,.00083668786
ROW,34,10,.0014449001
USA,34,10,.00052966469
BRA,35,10,.00028539568
CHN,35,10,.00016958115
EU,35,10,.0037612179
IND,35,10,.000049978033
JPN,35,10,.0015701771
ROW,35,10,.0014365001
USA,35,10,.0023134456
BRA,36,10,.013259599
CHN,36,10,.0083845686
EU,36,10,.012634324
IND,36,10,.004494824
JPN,36,10,.0042729382
ROW,36,10,.015527602
USA,36,10,.00095953594
BRA,37,10,.0013603794
CHN,37,10,.000049994444
EU,37,10,.0020675547
IND,37,10,.000049978033
JPN,37,10,.0013161809
ROW,37,10,.0013803001
USA,37,10,.00072215183
BRA,38,10,.019341208
CHN,38,10,.0044781025
EU,38,10,.0229067
IND,38,10,.00038573047
JPN,38,10,.0036641466
ROW,38,10,.011146601
USA,38,10,.028392404
BRA,39,10,.0020568687
CHN,39,10,.0086771362
EU,39,10,.011276154
IND,39,10,.0027721815
JPN,39,10,.0027281605
ROW,39,10,.006505101
USA,39,10,.0095740613
BRA,40,10,.0014246785
CHN,40,10,.00011908677
EU,40,10,.0054558809
IND,40,10,.000049978033
JPN,40,10,.000136898
ROW,40,10,.0018205002
USA,40,10,.0061770873
BRA,41,10,.000081698759
CHN,41,10,.000059293412
EU,41,10,.0012283733
IND,41,10,.000049978033
JPN,41,10,.0001725975
ROW,41,10,.00062900007
USA,41,10,.00025108323
BRA,42,10,.00035139467
CHN,42,10,.00077191426
EU,42,10,.0005634877
IND,42,10,.000049978033
JPN,42,10,.00062959088
ROW,42,10,.0010064001
USA,42,10,.00018658754
BRA,43,10,.00005369919
CHN,43,10,.00015588268
EU,43,10,.0021948521
IND,43,10,.000049978033
JPN,43,10,.00039919422
ROW,43,10,.00050490006
USA,43,10,.00011309245
BRA,44,10,.00072418904
CHN,44,10,.00039035664
EU,44,10,.0026464423
IND,44,10,.000049978033
JPN,44,10,.0013379805
ROW,44,10,.0011593001
USA,44,10,.00022598491
BRA,1,11,.087364376
CHN,1,11,.015323588
EU,1,11,.0070841983
IND,1,11,.11697667
JPN,1,11,.002885499
ROW,1,11,.0137895
USA,1,11,.0223724
BRA,2,11,.00011549997
CHN,2,11,.00091755734
EU,2,11,.000083999978
IND,2,11,.000049988575
JPN,2,11,.00014189996
ROW,2,11,.00095259998
USA,2,11,.000052200001
BRA,3,11,.0068488983
CHN,3,11,.066999584
EU,3,11,.018237397
IND,3,11,.015581439
JPN,3,11,.0064952979
ROW,3,11,.083400004
USA,3,11,.0130306
BRA,4,11,.016678696
CHN,4,11,.022622949
EU,4,11,.0092023984
IND,4,11,.0001045761
JPN,4,11,.011770396
ROW,4,11,.032237399
USA,4,11,.0124127
BRA,5,11,.00024319995
CHN,5,11,.000049997674
EU,5,11,.00021549994
IND,5,11,.0015806388
JPN,5,11,.00015989994
ROW,5,11,.00053020002
USA,5,11,.0001027
BRA,6,11,.036729593
CHN,6,11,.036887188
EU,6,11,.023502095
IND,6,11,.048422936
JPN,6,11,.010002296
ROW,6,11,.018851001
USA,6,11,.0093852999
BRA,7,11,.0012599997
CHN,7,11,.0068775802
EU,7,11,.0028658994
IND,7,11,.04065251
JPN,7,11,.0031417988
ROW,7,11,.0050479998
USA,7,11,.0022596
BRA,8,11,.0003236999
CHN,8,11,.0018261152
EU,8,11,.0020163995
IND,8,11,.0017145082
JPN,8,11,.00060619978
ROW,8,11,.0015206001
USA,8,11,.00079030002
BRA,9,11,.0081514977
CHN,9,11,.0067779846
EU,9,11,.012444598
IND,9,11,.0028651452
JPN,9,11,.017783895
ROW,9,11,.0079372004
USA,9,11,.016774099
BRA,10,11,.088456877
CHN,10,11,.10357618
EU,10,11,.045675591
IND,10,11,.068557329
JPN,10,11,.079338871
ROW,10,11,.1072508
USA,10,11,.036731102
BRA,11,11,.33632091
CHN,11,11,.43464428
EU,11,11,.31662941
IND,11,11,.39817151
JPN,11,11,.36819237
ROW,11,11,.3311893
USA,11,11,.35614011
BRA,12,11,.0025690992
CHN,12,11,.0026928748
EU,12,11,.011038898
IND,12,11,.03190231
JPN,12,11,.012185295
ROW,12,11,.0057814
USA,12,11,.0015061999
BRA,13,11,.015673095
CHN,13,11,.029801315
EU,13,11,.019460496
IND,13,11,.022777993
JPN,13,11,.019247493
ROW,13,11,.0167129
USA,13,11,.0268676
BRA,14,11,.0053447988
CHN,14,11,.0057572322
EU,14,11,.0081300978
IND,14,11,.0039501972
JPN,14,11,.0056579979
ROW,14,11,.0058128
USA,14,11,.0052228002
BRA,15,11,.004047899
CHN,15,11,.015185294
EU,15,11,.016925097
IND,15,11,.015039263
JPN,15,11,.014068095
ROW,15,11,.0139883
USA,15,11,.0046850001
BRA,16,11,.0091132978
CHN,16,11,.0048511745
EU,16,11,.011459997
IND,16,11,.011868788
JPN,16,11,.010242396
ROW,16,11,.0070402999
USA,16,11,.021296199
BRA,17,11,.0011322998
CHN,17,11,.0017932167
EU,17,11,.0033789992
IND,17,11,.0041552507
JPN,17,11,.0047182981
ROW,17,11,.0051159998
USA,17,11,.0149596
BRA,18,11,.0011199998
CHN,18,11,.0013024395
EU,18,11,.0038054991
IND,18,11,.003142182
JPN,18,11,.0037547986
ROW,18,11,.0017843
USA,18,11,.0027923
BRA,19,11,.015136196
CHN,19,11,.012621113
EU,19,11,.0086201979
IND,19,11,.0047844066
JPN,19,11,.0041689985
ROW,19,11,.0047625001
USA,19,11,.0182562
BRA,20,11,.0010198997
CHN,20,11,.00056537369
EU,20,11,.0044986992
IND,20,11,.00096857862
JPN,20,11,.004772298
ROW,20,11,.0014278
USA,20,11,.0044200001
BRA,21,11,.00021809994
CHN,21,11,.00023568905
EU,21,11,.00086359977
IND,21,11,.0013423932
JPN,21,11,.00068999978
ROW,21,11,.00075090001
USA,21,11,.00031450001
BRA,22,11,.0090141986
CHN,22,11,.0016235246
EU,22,11,.009884797
IND,22,11,.0060403198
JPN,22,11,.011721395
ROW,22,11,.0047094999
USA,22,11,.0050733001
BRA,23,11,.023973694
CHN,23,11,.058127001
EU,23,11,.038669892
IND,23,11,.0047438159
JPN,23,11,.03541819
ROW,23,11,.043005001
USA,23,11,.0295115
BRA,24,11,.0054024984
CHN,24,11,.0015386285
EU,24,11,.012945097
IND,24,11,.000052188076
JPN,24,11,.0080769975
ROW,24,11,.004218
USA,24,11,.002043
BRA,25,11,.00051289989
CHN,25,11,.00036208317
EU,25,11,.0095674982
IND,25,11,.0017256057
JPN,25,11,.0086454973
ROW,25,11,.0048288
USA,25,11,.0053884001
BRA,26,11,.13265458
CHN,26,11,.061392248
EU,26,11,.17549096
IND,26,11,.12487447
JPN,26,11,.17571574
ROW,26,11,.13130949
USA,26,11,.2243876
BRA,27,11,.05214509
CHN,27,11,.03529226
EU,27,11,.037265591
IND,27,11,.040980235
JPN,27,11,.048544783
ROW,27,11,.0343359
USA,27,11,.026423199
BRA,28,11,.0071099983
CHN,28,11,.0061925123
EU,28,11,.0033666992
IND,28,11,.0014353719
JPN,28,11,.0089816973
ROW,28,11,.0052068001
USA,28,11,.0018106
BRA,29,11,.0044299993
CHN,29,11,.002260095
EU,29,11,.0033759994
IND,29,11,.0010795533
JPN,29,11,.0038407985
ROW,29,11,.004834
USA,29,11,.0025168001
BRA,30,11,.011385097
CHN,30,11,.0082978141
EU,30,11,.018526696
IND,30,11,.008852277
JPN,30,11,.018217595
ROW,30,11,.0136087
USA,30,11,.0112733
BRA,31,11,.0027425992
CHN,31,11,.0021399006
EU,31,11,.0049443985
IND,31,11,.000049988575
JPN,31,11,.0046989983
ROW,31,11,.00081340002
USA,31,11,.0002233
BRA,32,11,.0021028996
CHN,32,11,.0060520186
EU,32,11,.0031562992
IND,32,11,.000049988575
JPN,32,11,.0060122977
ROW,32,11,.0041411002
USA,32,11,.0017156
BRA,33,11,.0014723997
CHN,33,11,.00053557509
EU,33,11,.0077986983
IND,33,11,.0006424532
JPN,33,11,.0036989986
ROW,33,11,.0028576001
USA,33,11,.0031194999
BRA,34,11,.0020820994
CHN,34,11,.00088575884
EU,34,11,.0040510991
IND,34,11,.000049988575
JPN,34,11,.0051900982
ROW,34,11,.0037592
USA,34,11,.0028225
BRA,35,11,.0032229994
CHN,35,11,.0015193294
EU,35,11,.012625897
IND,35,11,.000073883115
JPN,35,11,.012335195
ROW,35,11,.0025511
USA,35,11,.0047146999
BRA,36,11,.026862394
CHN,36,11,.017942265
EU,36,11,.023036694
IND,36,11,.011830197
JPN,36,11,.0069404976
ROW,36,11,.017816
USA,36,11,.0099267
BRA,37,11,.0024187996
CHN,37,11,.00016589228
EU,37,11,.0075262981
IND,37,11,.000049988575
JPN,37,11,.0057226983
ROW,37,11,.0027997999
USA,37,11,.0025080999
BRA,38,11,.056621384
CHN,38,11,.012839303
EU,38,11,.053321388
IND,38,11,.00035111976
JPN,38,11,.031893291
ROW,38,11,.033767
USA,38,11,.0613712
BRA,39,11,.011602798
CHN,39,11,.0099074394
EU,39,11,.033814494
IND,39,11,.0022351891
JPN,39,11,.016499994
ROW,39,11,.011602
USA,39,11,.020216201
BRA,40,11,.0038211991
CHN,40,11,.00036718292
EU,40,11,.0061327987
IND,40,11,.000064685213
JPN,40,11,.00024029991
ROW,40,11,.0024567
USA,40,11,.0119681
BRA,41,11,.00061849982
CHN,41,11,.00014319335
EU,41,11,.0030223993
IND,41,11,.000049988575
JPN,41,11,.0010979996
ROW,41,11,.0012039
USA,41,11,.000444
BRA,42,11,.00044279988
CHN,42,11,.00012969397
EU,42,11,.0012626996
IND,42,11,.000049988575
JPN,42,11,.0011851995
ROW,42,11,.0014009
USA,42,11,.00081579998
BRA,43,11,.00021839995
CHN,43,11,.00023048928
EU,43,11,.0011791998
IND,43,11,.000049988575
JPN,43,11,.0010712997
ROW,43,11,.00066690001
USA,43,11,.00051769998
BRA,44,11,.0012746997
CHN,44,11,.00074706523
EU,44,11,.0028952993
IND,44,11,.00006008627
JPN,44,11,.0042262985
ROW,44,11,.0022243999
USA,44,11,.00083739997
BRA,1,12,.0018276764
CHN,1,12,.17079392
EU,1,12,.006350901
IND,1,12,.014322191
JPN,1,12,.004495915
ROW,1,12,.015978906
USA,1,12,.00099512632
BRA,2,12,.000049996619
CHN,2,12,.00025408785
EU,2,12,.00013210003
IND,2,12,.063514553
JPN,2,12,.00036218509
ROW,2,12,.0013521004
USA,2,12,.000049996299
BRA,3,12,.00091823796
CHN,3,12,.0022098941
EU,3,12,.0019617004
IND,3,12,.005222403
JPN,3,12,.00045898111
ROW,3,12,.014190405
USA,3,12,.00020488484
BRA,4,12,.0013829066
CHN,4,12,.00094615464
EU,4,12,.0009668002
IND,4,12,.0000499895
JPN,4,12,.0060595507
ROW,4,12,.0052926014
USA,4,12,.00037957192
BRA,5,12,.000049996619
CHN,5,12,.000049997601
EU,5,12,.00011010002
IND,5,12,.000087681583
JPN,5,12,.000049997943
ROW,5,12,.00012980004
USA,5,12,.000050196286
BRA,6,12,.010709376
CHN,6,12,.029538484
EU,6,12,.016101103
IND,6,12,.032962676
JPN,6,12,.010522967
ROW,6,12,.016408805
USA,6,12,.010794501
BRA,7,12,.0036132557
CHN,7,12,.0250128
EU,7,12,.0029985004
IND,7,12,.028754059
JPN,7,12,.0035920523
ROW,7,12,.0049849013
USA,7,12,.00063145324
BRA,8,12,.0023039442
CHN,8,12,.00052317494
EU,8,12,.0014845002
IND,8,12,.0011288628
JPN,8,12,.000535278
ROW,8,12,.0014269005
USA,8,12,.000189086
BRA,9,12,.025683863
CHN,9,12,.022624817
EU,9,12,.015220803
IND,9,12,.011373811
JPN,9,12,.032438468
ROW,9,12,.015059604
USA,9,12,.010644112
BRA,10,12,.015586047
CHN,10,12,.002147597
EU,10,12,.005816001
IND,10,12,.04470351
JPN,10,12,.030318154
ROW,10,12,.016239805
USA,10,12,.0046982523
BRA,11,12,.11626784
CHN,11,12,.05988593
EU,11,12,.075863011
IND,11,12,.203826
JPN,11,12,.17624566
ROW,11,12,.096147127
USA,11,12,.079238035
BRA,12,12,.11418228
CHN,12,12,.37600586
EU,12,12,.12034162
IND,12,12,.1775987
JPN,12,12,.17325698
ROW,12,12,.33925638
USA,12,12,.34084776
BRA,13,12,.012689042
CHN,13,12,.0073393486
EU,13,12,.021600304
IND,13,12,.061205942
JPN,13,12,.024486693
ROW,13,12,.018006805
USA,13,12,.015837628
BRA,14,12,.0022438485
CHN,14,12,.011511649
EU,14,12,.006095001
IND,14,12,.0032339208
JPN,14,12,.007998771
ROW,14,12,.010313303
USA,14,12,.0034717428
BRA,15,12,.0015547948
CHN,15,12,.00080856122
EU,15,12,.0065607014
IND,15,12,.015342378
JPN,15,12,.0073009995
ROW,15,12,.0048930012
USA,15,12,.00031767649
BRA,16,12,.0049082683
CHN,16,12,.0039948085
EU,16,12,.011458402
IND,16,12,.02765869
JPN,16,12,.0091784224
ROW,16,12,.0047008013
USA,16,12,.0034132474
BRA,17,12,.0014824998
CHN,17,12,.0021787956
EU,17,12,.0097978022
IND,17,12,.01228232
JPN,17,12,.0096504036
ROW,17,12,.0049714013
USA,17,12,.0013031035
BRA,18,12,.00085864199
CHN,18,12,.00060717092
EU,18,12,.0033139007
IND,18,12,.0053411783
JPN,18,12,.0048164022
ROW,18,12,.0015138005
USA,18,12,.00061225466
BRA,19,12,.0084638279
CHN,19,12,.0044019893
EU,19,12,.012972602
IND,19,12,.0096423747
JPN,19,12,.0064077363
ROW,19,12,.0036486012
USA,19,12,.0010575218
BRA,20,12,.0011336234
CHN,20,12,.0002420884
EU,20,12,.0086483015
IND,20,12,.002118455
JPN,20,12,.0077347821
ROW,20,12,.0018467006
USA,20,12,.00096962822
BRA,21,12,.00050986552
CHN,21,12,.00019709056
EU,21,12,.0027883004
IND,21,12,.003117945
JPN,21,12,.0011041546
ROW,21,12,.00076180021
USA,21,12,.00019168582
BRA,22,12,.018994916
CHN,22,12,.0037306212
EU,22,12,.011656002
IND,22,12,.0097629493
JPN,22,12,.013895729
ROW,22,12,.0059561017
USA,22,12,.0026111067
BRA,23,12,.0086904122
CHN,23,12,.016140427
EU,23,12,.011957902
IND,23,12,.0038651882
JPN,23,12,.022297084
ROW,23,12,.014497405
USA,23,12,.0057231761
BRA,24,12,.0023737396
CHN,24,12,.0010325505
EU,24,12,.0059727011
IND,24,12,.0000499895
JPN,24,12,.0075173909
ROW,24,12,.0035941012
USA,24,12,.00048356419
BRA,25,12,.0018265765
CHN,25,12,.00021218983
EU,25,12,.010065302
IND,25,12,.0018886032
JPN,25,12,.010502568
ROW,25,12,.0044733016
USA,25,12,.0021738391
BRA,26,12,.19601396
CHN,26,12,.075904161
EU,26,12,.13945223
IND,26,12,.17181711
JPN,26,12,.16730371
ROW,26,12,.18387096
USA,26,12,.22404921
BRA,27,12,.053209905
CHN,27,12,.031879473
EU,27,12,.019964503
IND,27,12,.034554143
JPN,27,12,.036426604
ROW,27,12,.03032741
USA,27,12,.019276774
BRA,28,12,.0015570947
CHN,28,12,.0033847378
EU,28,12,.0022217005
IND,28,12,.0011496586
JPN,28,12,.0065061324
ROW,28,12,.0040930016
USA,28,12,.0014197949
BRA,29,12,.0055197268
CHN,29,12,.0062914989
EU,29,12,.0038435007
IND,29,12,.00086061918
JPN,29,12,.0057486636
ROW,29,12,.0072027021
USA,29,12,.0014680913
BRA,30,12,.011465025
CHN,30,12,.0051338542
EU,30,12,.011613802
IND,30,12,.0074900263
JPN,30,12,.015348368
ROW,30,12,.011478804
USA,30,12,.0073153586
BRA,31,12,.0049125678
CHN,31,12,.0070046643
EU,31,12,.0049160011
IND,31,12,.0000499895
JPN,31,12,.0082093617
ROW,31,12,.0011187004
USA,31,12,.000049996299
BRA,32,12,.012967723
CHN,32,12,.019271176
EU,32,12,.0050683008
IND,32,12,.0000499895
JPN,32,12,.01117954
ROW,32,12,.006037002
USA,32,12,.00066555076
BRA,33,12,.0027329153
CHN,33,12,.0015151274
EU,33,12,.015209703
IND,33,12,.0036371362
JPN,33,12,.0069195153
ROW,33,12,.0051223012
USA,33,12,.0070657772
BRA,34,12,.006023393
CHN,34,12,.0018646106
EU,34,12,.0065956013
IND,34,12,.00018286159
JPN,34,12,.0084148534
ROW,34,12,.0037596012
USA,34,12,.0038979116
BRA,35,12,.013575583
CHN,35,12,.0023608869
EU,35,12,.024293805
IND,35,12,.00014786895
JPN,35,12,.022142289
ROW,35,12,.0055320021
USA,35,12,.0088719437
BRA,36,12,.033495836
CHN,36,12,.018218327
EU,36,12,.038535006
IND,36,12,.039491102
JPN,36,12,.008446753
ROW,36,12,.019901006
USA,36,12,.0094089033
BRA,37,12,.0093127703
CHN,37,12,.00025958757
EU,37,12,.0078482023
IND,37,12,.0000499895
JPN,37,12,.0098381955
ROW,37,12,.0044547012
USA,37,12,.019675344
BRA,38,12,.20940684
CHN,38,12,.040159374
EU,38,12,.13881002
IND,38,12,.00020575678
JPN,38,12,.078626968
ROW,38,12,.066689722
USA,38,12,.18460864
BRA,39,12,.061442547
CHN,39,12,.041172825
EU,39,12,.16848783
IND,39,12,.001009488
JPN,39,12,.029313795
ROW,39,12,.02967101
USA,39,12,.018408136
BRA,40,12,.010434495
CHN,40,12,.0006771675
EU,40,12,.010504602
IND,40,12,.0000499895
JPN,40,12,.00035838527
ROW,40,12,.0065001016
USA,40,12,.0045768609
BRA,41,12,.0025046307
CHN,41,12,.00042307971
EU,41,12,.017046005
IND,41,12,.0000499895
JPN,41,12,.002551195
ROW,41,12,.0020954006
USA,41,12,.00027217987
BRA,42,12,.0016349895
CHN,42,12,.00021418974
EU,42,12,.0065825013
IND,42,12,.0000499895
JPN,42,12,.0022019094
ROW,42,12,.0028289009
USA,42,12,.00083703798
BRA,43,12,.0013162111
CHN,43,12,.00055657333
EU,43,12,.005011301
IND,43,12,.0000499895
JPN,43,12,.002092114
ROW,43,12,.0014552005
USA,43,12,.0006678506
BRA,44,12,.0041683181
CHN,44,12,.0013186368
EU,44,12,.0037610007
IND,44,12,.0000499895
JPN,44,12,.0071443063
ROW,44,12,.0022170006
USA,44,12,.00057545741
BRA,1,13,.022526721
CHN,1,13,.04431688
EU,1,13,.010344499
IND,1,13,.085031003
JPN,1,13,.014675302
ROW,1,13,.0615931
USA,1,13,.009240617
BRA,2,13,.000049998271
CHN,2,13,.000049996928
EU,2,13,.000062899991
IND,2,13,.00004999177
JPN,2,13,.00005340001
ROW,2,13,.00058539998
USA,2,13,.000049996845
BRA,3,13,.001069363
CHN,3,13,.0072849528
EU,3,13,.0018792998
IND,3,13,.0064868322
JPN,3,13,.0010397002
ROW,3,13,.0128948
USA,3,13,.0009580396
BRA,4,13,.00066577701
CHN,4,13,.0025666424
EU,4,13,.0011039999
IND,4,13,.000085285959
JPN,4,13,.00069650012
ROW,4,13,.0022668999
USA,4,13,.0014915059
BRA,5,13,.00011499603
CHN,5,13,.000049996928
EU,5,13,.000097499986
IND,5,13,.00061399891
JPN,5,13,.000062600011
ROW,5,13,.0003017
USA,5,13,.00010759321
BRA,6,13,.021676851
CHN,6,13,.0028747234
EU,6,13,.0062902989
IND,6,13,.026244778
JPN,6,13,.0036461006
ROW,6,13,.0054580998
USA,6,13,.0034848803
BRA,7,13,.0084745064
