iso_o,input_ind,output_ind,valueshare
JPN,31,37,.00087960804
ROW,31,37,.0040452005
USA,31,37,.00041507927
BRA,32,37,.002444939
CHN,32,37,.018942526
EU,32,37,.005532892
IND,32,37,.0092097605
JPN,32,37,.0094965072
ROW,32,37,.0075454009
USA,32,37,.037142746
BRA,33,37,.0044631888
CHN,33,37,.002008368
EU,33,37,.004891593
IND,33,37,.0012381737
JPN,33,37,.0034258419
ROW,33,37,.0067350008
USA,33,37,.0048290589
BRA,34,37,.0092145698
CHN,34,37,.011355558
EU,34,37,.0094924858
IND,34,37,.012238652
JPN,34,37,.0057168026
ROW,34,37,.017809901
USA,34,37,.018431779
BRA,35,37,.0074171149
CHN,35,37,.0080312723
EU,35,37,.013674481
IND,35,37,.024459204
JPN,35,37,.011201129
ROW,35,37,.0085935006
USA,35,37,.0066138697
BRA,36,37,.52411056
CHN,36,37,.40841198
EU,36,37,.30207589
IND,36,37,.12848119
JPN,36,37,.39756063
ROW,36,37,.26690271
USA,36,37,.24339914
BRA,37,37,.049992055
CHN,37,37,.11416995
EU,37,37,.089011274
IND,37,37,.0036832243
JPN,37,37,.12068459
ROW,37,37,.10138412
USA,37,37,.13035178
BRA,38,37,.05906773
CHN,38,37,.12746538
EU,38,37,.098096758
IND,38,37,.0070658792
JPN,38,37,.074351832
ROW,38,37,.071959309
USA,38,37,.12047838
BRA,39,37,.026263146
CHN,39,37,.13246541
EU,39,37,.05347662
IND,39,37,.089910127
JPN,39,37,.051618502
ROW,39,37,.067497611
USA,39,37,.10328414
BRA,40,37,.0059853508
CHN,40,37,.0039738454
EU,40,37,.021827968
IND,40,37,.00011818793
JPN,40,37,.0010253928
ROW,40,37,.0086616008
USA,40,37,.02882446
BRA,41,37,.0033977153
CHN,41,37,.00090140617
EU,41,37,.0030313956
IND,41,37,.0030801857
JPN,41,37,.0019749934
ROW,41,37,.0026978003
USA,41,37,.0034932257
BRA,42,37,.0030375244
CHN,42,37,.00015526661
EU,42,37,.0010803984
IND,42,37,.000049994898
JPN,42,37,.0017333188
ROW,42,37,.0031234005
USA,42,37,.00039688018
BRA,43,37,.00042288945
CHN,43,37,.0022459172
EU,43,37,.0029315958
IND,43,37,.000098089986
JPN,43,37,.0016193307
ROW,43,37,.0027546003
USA,43,37,.0051905406
BRA,44,37,.0024883382
CHN,44,37,.0023060041
EU,44,37,.0033319953
IND,44,37,.00034736455
JPN,44,37,.0052208542
ROW,44,37,.0058725011
USA,44,37,.0025016749
BRA,1,38,.00030888731
CHN,1,38,.010981417
EU,1,38,.001364566
IND,1,38,.0045162151
JPN,1,38,.0027230659
ROW,1,38,.0039219991
USA,1,38,.0013604001
BRA,2,38,.000049997943
CHN,2,38,.0021866839
EU,2,38,.000049998755
IND,2,38,.000049995739
JPN,2,38,.00017989775
ROW,2,38,.0003120999
USA,2,38,.00012320002
BRA,3,38,.00084426528
CHN,3,38,.00072346162
EU,3,38,.001484363
IND,3,38,.00058125047
JPN,3,38,.0027841651
ROW,3,38,.0042503988
USA,3,38,.00032950004
BRA,4,38,.00010029587
CHN,4,38,.00057706941
EU,4,38,.00066838338
IND,4,38,.000049995739
JPN,4,38,.0019210759
ROW,4,38,.0020196994
USA,4,38,.0011149001
BRA,5,38,.000091696231
CHN,5,38,.000049997347
EU,5,38,.00041968955
IND,5,38,.00041796439
JPN,5,38,.000049999373
ROW,5,38,.0012192997
USA,5,38,.000082900006
BRA,6,38,.0019411201
CHN,6,38,.023851935
EU,6,38,.0057244576
IND,6,38,.0023690981
JPN,6,38,.0047181407
ROW,6,38,.0071182982
USA,6,38,.0057092006
BRA,7,38,.0015269372
CHN,7,38,.015811661
EU,7,38,.0020175497
IND,7,38,.0026935705
JPN,7,38,.0031729601
ROW,7,38,.003507599
USA,7,38,.00038620006
BRA,8,38,.00010479569
CHN,8,38,.000049997347
EU,8,38,.001082373
IND,8,38,.0045872089
JPN,8,38,.0008572893
ROW,8,38,.0012111998
USA,8,38,.00072590006
BRA,9,38,.036812387
CHN,9,38,.10174291
EU,9,38,.017213872
IND,9,38,.027072193
JPN,9,38,.030531619
ROW,9,38,.023512594
USA,9,38,.014228002
BRA,10,38,.0087185418
CHN,10,38,.025891326
EU,10,38,.0044982876
IND,10,38,.075728148
JPN,10,38,.010230373
ROW,10,38,.014547097
USA,10,38,.0033459004
BRA,11,38,.0085234502
CHN,11,38,.04562198
EU,11,38,.0078475047
IND,11,38,.0019095372
JPN,11,38,.033751279
ROW,11,38,.015472896
USA,11,38,.012066402
BRA,12,38,.0010262578
CHN,12,38,.0064183595
EU,12,38,.005465264
IND,12,38,.00078743289
JPN,12,38,.0079055009
ROW,12,38,.0041239993
USA,12,38,.0044923006
BRA,13,38,.0072025037
CHN,13,38,.0063137654
EU,13,38,.0053895661
IND,13,38,.0012983893
JPN,13,38,.015770303
ROW,13,38,.007621198
USA,13,38,.0065904008
BRA,14,38,.00042278261
CHN,14,38,.003129134
EU,14,38,.0023342418
IND,14,38,.00048245888
JPN,14,38,.0048078401
ROW,14,38,.0028657992
USA,14,38,.0041913004
BRA,15,38,.0014251415
CHN,15,38,.00098534778
EU,15,38,.0037148073
IND,15,38,.0014940726
JPN,15,38,.0319518
ROW,15,38,.0076387981
USA,15,38,.0020790002
BRA,16,38,.00070247112
CHN,16,38,.037361316
EU,16,38,.0054054656
IND,16,38,.002403795
JPN,16,38,.0085287932
ROW,16,38,.0090755979
USA,16,38,.0070336009
BRA,17,38,.015661055
CHN,17,38,.094883062
EU,17,38,.010799631
IND,17,38,.00175995
JPN,17,38,.021231834
ROW,17,38,.031887092
USA,17,38,.019613203
BRA,18,38,.0054434761
CHN,18,38,.032060396
EU,18,38,.0053892657
IND,18,38,.001781948
JPN,18,38,.030317919
ROW,18,38,.009462798
USA,18,38,.0040416005
BRA,19,38,.0013036464
CHN,19,38,.0013933261
EU,19,38,.0081971958
IND,19,38,.0016787569
JPN,19,38,.018964063
ROW,19,38,.0082217986
USA,19,38,.0035653005
BRA,20,38,.0067589218
CHN,20,38,.046347741
EU,20,38,.0050926735
IND,20,38,.00040576543
JPN,20,38,.049511481
ROW,20,38,.0039598988
USA,20,38,.0051421006
BRA,21,38,.00068867166
CHN,21,38,.00048897404
EU,21,38,.002287843
IND,21,38,.0016003635
JPN,21,38,.0028468643
ROW,21,38,.003880399
USA,21,38,.0012516001
BRA,22,38,.013657238
CHN,22,38,.023001781
EU,22,38,.0069136275
IND,22,38,.0057938066
JPN,22,38,.017807677
ROW,22,38,.010013198
USA,22,38,.0055309003
BRA,23,38,.013022264
CHN,23,38,.0087192375
EU,23,38,.014645035
IND,23,38,.026396651
JPN,23,38,.016634891
ROW,23,38,.026744995
USA,23,38,.011469301
BRA,24,38,.0050220932
CHN,24,38,.001150039
EU,24,38,.0065643364
IND,24,38,.013580442
JPN,24,38,.0027962651
ROW,24,38,.0067299986
USA,24,38,.00090850011
BRA,25,38,.0067997202
CHN,25,38,.00087075378
EU,25,38,.024521088
IND,25,38,.051382918
JPN,25,38,.007110511
ROW,25,38,.020621894
USA,25,38,.0022820001
BRA,26,38,.06454125
CHN,26,38,.049133491
EU,26,38,.048184302
IND,26,38,.034349773
JPN,26,38,.087536603
ROW,26,38,.068143584
USA,26,38,.051858507
BRA,27,38,.022465076
CHN,27,38,.025282159
EU,27,38,.008312393
IND,27,38,.0092789093
JPN,27,38,.015414807
ROW,27,38,.016262397
USA,27,38,.019109802
BRA,28,38,.0011118542
CHN,28,38,.0030968357
EU,28,38,.00086857833
IND,28,38,.00073543732
JPN,28,38,.0023624704
ROW,28,38,.004382899
USA,28,38,.0019704003
BRA,29,38,.014642897
CHN,29,38,.025150167
EU,29,38,.005168871
IND,29,38,.026799217
JPN,29,38,.0016193797
ROW,29,38,.012200997
USA,29,38,.0073236008
BRA,30,38,.0046883072
CHN,30,38,.0046993508
EU,30,38,.0080967983
IND,30,38,.011015561
JPN,30,38,.0063283211
ROW,30,38,.0091753984
USA,30,38,.0090494007
BRA,31,38,.0079770721
CHN,31,38,.0028281501
EU,31,38,.0089168772
IND,31,38,.010413713
JPN,31,38,.0017713779
ROW,31,38,.007086298
USA,31,38,.0070478008
BRA,32,38,.017229091
CHN,32,38,.075469702
EU,32,38,.012497189
IND,32,38,.011529718
JPN,32,38,.013297234
ROW,32,38,.027181294
USA,32,38,.033460602
BRA,33,38,.1703589
CHN,33,38,.0028792473
EU,33,38,.036746282
IND,33,38,.0040790522
JPN,33,38,.25521031
ROW,33,38,.062658489
USA,33,38,.032404505
BRA,34,38,.03520735
CHN,34,38,.0064426581
EU,34,38,.018880729
IND,34,38,.05678276
JPN,34,38,.026745265
ROW,34,38,.035948493
USA,34,38,.028654804
BRA,35,38,.082141422
CHN,35,38,.0076491944
EU,35,38,.052094202
IND,35,38,.018365836
JPN,35,38,.027287159
ROW,35,38,.048036288
USA,35,38,.088659607
BRA,36,38,.050595418
CHN,36,38,.076898217
EU,36,38,.059228227
IND,36,38,.29495645
JPN,36,38,.0080153998
ROW,36,38,.066698588
USA,36,38,.096297719
BRA,37,38,.063193403
CHN,37,38,.052813999
EU,37,38,.056514993
IND,37,38,.00046866003
JPN,37,38,.017399581
ROW,37,38,.044432789
USA,37,38,.11441121
BRA,38,38,.21001646
CHN,38,38,.097811311
EU,38,38,.3855826
IND,38,38,.041819036
JPN,38,38,.13341263
ROW,38,38,.23937364
USA,38,38,.23419432
BRA,39,38,.060193021
CHN,39,38,.066469975
EU,39,38,.092831992
IND,39,38,.22053471
JPN,39,38,.053852525
ROW,39,38,.079546876
USA,39,38,.12146481
BRA,40,38,.011142742
CHN,40,38,.0015163196
EU,40,38,.021459866
IND,40,38,.00033867112
JPN,40,38,.00080408994
ROW,40,38,.016184097
USA,40,38,.014944402
BRA,41,38,.034372587
CHN,41,38,.0010438446
EU,41,38,.014729633
IND,41,38,.026083076
JPN,41,38,.0054322318
ROW,41,38,.0086342981
USA,41,38,.0050829006
BRA,42,38,.0032167677
CHN,42,38,.00014009257
EU,42,38,.005565261
IND,42,38,.000066394343
JPN,42,38,.0033686578
ROW,42,38,.0052572987
USA,42,38,.0013008001
BRA,43,38,.0015799351
CHN,43,38,.0010897422
EU,43,38,.0059401519
IND,43,38,.00084042834
JPN,43,38,.0036274546
ROW,43,38,.0070792981
USA,43,38,.0086830007
BRA,44,38,.0071678055
CHN,44,38,.0089739244
EU,44,38,.0092899678
IND,44,38,.00072063861
JPN,44,38,.0094088828
ROW,44,38,.011776297
USA,44,38,.0064182011
BRA,1,39,.0013796132
CHN,1,39,.041608345
EU,1,39,.0066198008
IND,1,39,.0045898985
JPN,1,39,.00044587129
ROW,1,39,.010912299
USA,1,39,.0041447324
BRA,2,39,.000049996852
CHN,2,39,.0047651841
EU,2,39,.000057300007
IND,2,39,.000049995626
JPN,2,39,.000075295153
ROW,2,39,.00048709995
USA,2,39,.000049996768
BRA,3,39,.00067155773
CHN,3,39,.00072585186
EU,3,39,.0012981001
IND,3,39,.00098761357
JPN,3,39,.00010379332
ROW,3,39,.0056512994
USA,3,39,.00046237014
BRA,4,39,.00014309099
CHN,4,39,.001222119
EU,4,39,.0007398001
IND,4,39,.000049995626
JPN,4,39,.000049996779
ROW,4,39,.0015901998
USA,4,39,.0010313335
BRA,5,39,.000049996852
CHN,5,39,.000049996685
EU,5,39,.00011190002
IND,5,39,.00019328309
JPN,5,39,.000049996779
ROW,5,39,.00047069995
USA,5,39,.000049996768
BRA,6,39,.0035680754
CHN,6,39,.040809397
EU,6,39,.0070843007
IND,6,39,.0035075932
JPN,6,39,.0043772184
ROW,6,39,.011369999
USA,6,39,.0003114799
BRA,7,39,.0035678754
CHN,7,39,.049494818
EU,7,39,.0032133004
IND,7,39,.0046082968
JPN,7,39,.0074575199
ROW,7,39,.0071893991
USA,7,39,.00088304293
BRA,8,39,.0013596144
CHN,8,39,.000049996685
EU,8,39,.0034531006
IND,8,39,.0072934618
JPN,8,39,.00071215414
ROW,8,39,.0021793998
USA,8,39,.0022470548
BRA,9,39,.038035605
CHN,9,39,.091893516
EU,9,39,.021311002
IND,9,39,.024557151
JPN,9,39,.01724199
ROW,9,39,.018671798
USA,9,39,.016698021
BRA,10,39,.015213042
CHN,10,39,.03109034
EU,10,39,.0077944011
IND,10,39,.13004132
JPN,10,39,.013058959
ROW,10,39,.030930096
USA,10,39,.01114348
BRA,11,39,.033738077
CHN,11,39,.017575637
EU,11,39,.0097057009
IND,11,39,.002901946
JPN,11,39,.010694612
ROW,11,39,.029858096
USA,11,39,.014030094
BRA,12,39,.0005314665
CHN,12,39,.00040267332
EU,12,39,.0022691002
IND,12,39,.00088612246
JPN,12,39,.0037763568
ROW,12,39,.0015320998
USA,12,39,.00019318752
BRA,13,39,.0091118263
CHN,13,39,.0080844648
EU,13,39,.009688301
IND,13,39,.0020325221
JPN,13,39,.0045738057
ROW,13,39,.0097472994
USA,13,39,.0076268073
BRA,14,39,.0012837192
CHN,14,39,.0039019412
EU,14,39,.0038740004
IND,14,39,.00084912573
JPN,14,39,.00091344118
ROW,14,39,.0029789996
USA,14,39,.003190194
BRA,15,39,.0037024668
CHN,15,39,.00025858285
EU,15,39,.0026933001
IND,15,39,.0023352955
JPN,15,39,.0017546871
ROW,15,39,.0057697995
USA,15,39,.0015749983
BRA,16,39,.0035331775
CHN,16,39,.03217227
EU,16,39,.010091301
IND,16,39,.005336633
JPN,16,39,.0024674411
ROW,16,39,.010488999
USA,16,39,.0072638304
BRA,17,39,.02286616
CHN,17,39,.034253031
EU,17,39,.0076640011
IND,17,39,.0019449298
JPN,17,39,.018721795
ROW,17,39,.016743498
USA,17,39,.0088329287
BRA,18,39,.0069850604
CHN,18,39,.021723261
EU,18,39,.0060234009
IND,18,39,.0021975078
JPN,18,39,.0047416948
ROW,18,39,.0078651989
USA,18,39,.0039216466
BRA,19,39,.015882701
CHN,19,39,.0016315918
EU,19,39,.010767201
IND,19,39,.0026606671
JPN,19,39,.011094886
ROW,19,39,.011567299
USA,19,39,.0098154657
BRA,20,39,.018277049
CHN,20,39,.06870275
EU,20,39,.0080472007
IND,20,39,.00068723987
JPN,20,39,.010844502
ROW,20,39,.0084464988
USA,20,39,.018924277
BRA,21,39,.00056246459
CHN,21,39,.00022148532
EU,21,39,.0031135005
IND,21,39,.0044392115
JPN,21,39,.0017131898
ROW,21,39,.0047614994
USA,21,39,.0003328785
BRA,22,39,.023188939
CHN,22,39,.019553903
EU,22,39,.010496901
IND,22,39,.0094707711
JPN,22,39,.0916446
ROW,22,39,.019341398
USA,22,39,.011019189
BRA,23,39,.088080756
CHN,23,39,.010422109
EU,23,39,.013071002
IND,23,39,.02194488
JPN,23,39,.019694431
ROW,23,39,.019644199
USA,23,39,.0065376777
BRA,24,39,.055346716
CHN,24,39,.0012793152
EU,24,39,.0087406011
IND,24,39,.0137188
JPN,24,39,.0034669768
ROW,24,39,.0081172995
USA,24,39,.00088804262
BRA,25,39,.032754239
CHN,25,39,.0019516706
EU,25,39,.019850602
IND,25,39,.043585487
JPN,25,39,.010912198
ROW,25,39,.024572195
USA,25,39,.0021611603
BRA,26,39,.080560125
CHN,26,39,.053875227
EU,26,39,.06321051
IND,26,39,.063103281
JPN,26,39,.20234908
ROW,26,39,.097941384
USA,26,39,.082693055
BRA,27,39,.019186893
CHN,27,39,.028199032
EU,27,39,.017143102
IND,27,39,.01291587
JPN,27,39,.0096438788
ROW,27,39,.022330599
USA,27,39,.020268491
BRA,28,39,.00381466
CHN,28,39,.0020995608
EU,28,39,.0036869005
IND,28,39,.00099391304
JPN,28,39,.0013516131
ROW,28,39,.0063218991
USA,28,39,.00041717305
BRA,29,39,.0060493192
CHN,29,39,.025532506
EU,29,39,.030005705
IND,29,39,.02778947
JPN,29,39,.0036439656
ROW,29,39,.023866497
USA,29,39,.01300486
BRA,30,39,.0037399647
CHN,30,39,.0051699574
EU,30,39,.013288602
IND,30,39,.015963303
JPN,30,39,.005216164
ROW,30,39,.013493098
USA,30,39,.0071474379
BRA,31,39,.012153336
CHN,31,39,.0021008607
EU,31,39,.0090379007
IND,31,39,.0079844017
JPN,31,39,.0030585029
ROW,31,39,.009766899
USA,31,39,.0083322618
BRA,32,39,.018554132
CHN,32,39,.081303716
EU,32,39,.066289611
IND,32,39,.010654068
JPN,32,39,.027933003
ROW,32,39,.041404895
USA,32,39,.042153776
BRA,33,39,.0023712507
CHN,33,39,.0011144262
EU,33,39,.016501002
IND,33,39,.0027742572
JPN,33,39,.013570426
ROW,33,39,.024191396
USA,33,39,.02258784
BRA,34,39,.022302095
CHN,34,39,.0040428322
EU,34,39,.021128302
IND,34,39,.040533852
JPN,34,39,.017464574
ROW,34,39,.034969397
USA,34,39,.028200679
BRA,35,39,.018316448
CHN,35,39,.0056527252
EU,35,39,.036741804
IND,35,39,.0097141499
JPN,35,39,.043864276
ROW,35,39,.025014495
USA,35,39,.080882579
BRA,36,39,.084257692
CHN,36,39,.074893139
EU,36,39,.064053006
IND,36,39,.22246304
JPN,36,39,.069274135
ROW,36,39,.070211291
USA,36,39,.10353071
BRA,37,39,.065025009
CHN,37,39,.046192337
EU,37,39,.047924008
IND,37,39,.00034736961
JPN,37,39,.041974198
ROW,37,39,.052612793
USA,37,39,.053317755
BRA,38,39,.097596563
CHN,38,39,.030427083
EU,38,39,.14745781
IND,38,39,.012148337
JPN,38,39,.1101376
ROW,38,39,.10994059
USA,38,39,.19248806
BRA,39,39,.11954378
CHN,39,39,.1403337
EU,39,39,.23926093
IND,39,39,.26529709
JPN,39,39,.15858299
ROW,39,39,.14963399
USA,39,39,.17895153
BRA,40,39,.0092194201
CHN,40,39,.0013318118
EU,40,39,.011428301
IND,40,39,.00021338133
JPN,40,39,.00075145165
ROW,40,39,.013686898
USA,40,39,.011915429
BRA,41,39,.034677718
CHN,41,39,.00073315139
EU,41,39,.0074878009
IND,41,39,.014985689
JPN,41,39,.005870922
ROW,41,39,.0085606994
USA,41,39,.0068224589
BRA,42,39,.0023550517
CHN,42,39,.000081094622
EU,42,39,.0071289008
IND,42,39,.000058194906
JPN,42,39,.0039563454
ROW,42,39,.006521699
USA,42,39,.0010769304
BRA,43,39,.0011225294
CHN,43,39,.0027877151
EU,43,39,.0093356008
IND,43,39,.00075813365
JPN,43,39,.0047426946
ROW,43,39,.007467899
USA,43,39,.0055535408
BRA,44,39,.019270787
CHN,44,39,.010284918
EU,44,39,.011111101
IND,44,39,.00043246217
JPN,44,39,.03602678
ROW,44,39,.011176899
USA,44,39,.0073215268
BRA,1,40,.0072745001
CHN,1,40,.00007799286
EU,1,40,.0058185994
IND,1,40,.34940335
JPN,1,40,.00052039005
ROW,1,40,.014368502
USA,1,40,.0058045997
BRA,2,40,.00062200002
CHN,2,40,.000049995422
EU,2,40,.000073999996
IND,2,40,.000049985942
JPN,2,40,.000084498388
ROW,2,40,.0013171003
USA,2,40,.00044089995
BRA,3,40,.0009551
CHN,3,40,.0026618561
EU,3,40,.0037869995
IND,3,40,.000049985942
JPN,3,40,.00013229749
ROW,3,40,.0096254023
USA,3,40,.028840296
BRA,4,40,.00041800001
CHN,4,40,.00010938999
EU,4,40,.0010145999
IND,4,40,.000049985942
JPN,4,40,.000049999046
ROW,4,40,.004490301
USA,4,40,.0017378997
BRA,5,40,.0001662
CHN,5,40,.000049995422
EU,5,40,.00012929998
IND,5,40,.00081796997
JPN,5,40,.000049999046
ROW,5,40,.00075870013
USA,5,40,.00037649993
BRA,6,40,.015989
CHN,6,40,.030858474
EU,6,40,.015794799
IND,6,40,.1102413
JPN,6,40,.004252919
ROW,6,40,.017140204
USA,6,40,.033667997
BRA,7,40,.0026791
CHN,7,40,.1081145
EU,7,40,.0035927997
IND,7,40,.0063753072
JPN,7,40,.0073446599
ROW,7,40,.010267502
USA,7,40,.0028126999
BRA,8,40,.00031460001
CHN,8,40,.00021897994
EU,8,40,.0014236999
IND,8,40,.00060203066
JPN,8,40,.00033079367
ROW,8,40,.0016267003
USA,8,40,.0014112999
BRA,9,40,.0074791
CHN,9,40,.063365392
EU,9,40,.014550298
IND,9,40,.0016230436
JPN,9,40,.037701182
ROW,9,40,.015374403
USA,9,40,.012278898
BRA,10,40,.0101254
CHN,10,40,.0091588618
EU,10,40,.010850899
IND,10,40,.0010303103
JPN,10,40,.035039932
ROW,10,40,.035300907
USA,10,40,.050751992
BRA,11,40,.0056924
CHN,11,40,.0097557064
EU,11,40,.0065394989
IND,11,40,.0029417728
JPN,11,40,.0082776416
ROW,11,40,.0089835022
USA,11,40,.026037196
BRA,12,40,.0026446001
CHN,12,40,.00084042305
EU,12,40,.0031883996
IND,12,40,.0056022247
JPN,12,40,.0036865296
ROW,12,40,.013152703
USA,12,40,.0022883997
BRA,13,40,.00090500002
CHN,13,40,.0010435045
EU,13,40,.0037567995
IND,13,40,.0011402793
JPN,13,40,.0065280758
ROW,13,40,.0054577012
USA,13,40,.011100999
BRA,14,40,.0016554
CHN,14,40,.000079792691
EU,14,40,.0026621998
IND,14,40,.00086335721
JPN,14,40,.0015145711
ROW,14,40,.0048506008
USA,14,40,.006148899
BRA,15,40,.0012068
CHN,15,40,.000079992671
EU,15,40,.0030373996
IND,15,40,.0035033149
JPN,15,40,.0037930275
ROW,15,40,.0028500005
USA,15,40,.0019923998
BRA,16,40,.0040401001
CHN,16,40,.0026688557
EU,16,40,.013875598
IND,16,40,.0037768378
JPN,16,40,.017096074
ROW,16,40,.013724303
USA,16,40,.010527999
BRA,17,40,.0024283
CHN,17,40,.01792226
EU,17,40,.020014798
IND,17,40,.004534625
JPN,17,40,.020609107
ROW,17,40,.014976203
USA,17,40,.025553197
BRA,18,40,.00061330001
CHN,18,40,.0059731533
EU,18,40,.0046075997
IND,18,40,.0016100473
JPN,18,40,.012030671
ROW,18,40,.0053649009
USA,18,40,.0044286996
BRA,19,40,.0012517
CHN,19,40,.00044365937
EU,19,40,.0082894992
IND,19,40,.0024488112
JPN,19,40,.022668868
ROW,19,40,.0083762016
USA,19,40,.0052206996
BRA,20,40,.004408
CHN,20,40,.011859214
EU,20,40,.0057188994
IND,20,40,.00038939051
JPN,20,40,.011763176
ROW,20,40,.0091087017
USA,20,40,.0085523995
BRA,21,40,.0012251
CHN,21,40,.0019034257
EU,21,40,.027579196
IND,21,40,.018545285
JPN,21,40,.016777579
ROW,21,40,.015113003
USA,21,40,.039215196
BRA,22,40,.0085135
CHN,22,40,.037811939
EU,22,40,.014262798
IND,22,40,.0051437537
JPN,22,40,.04036583
ROW,22,40,.011660102
USA,22,40,.0075350991
BRA,23,40,.0307585
CHN,23,40,.018853873
EU,23,40,.035171296
IND,23,40,.028815698
JPN,23,40,.042012099
ROW,23,40,.044486806
USA,23,40,.0065475991
BRA,24,40,.049229302
CHN,24,40,.0019545211
EU,24,40,.043435197
IND,24,40,.052567117
JPN,24,40,.053057585
ROW,24,40,.021560203
USA,24,40,.0039091995
BRA,25,40,.068922304
CHN,25,40,.020445928
EU,25,40,.080968894
IND,25,40,.048745792
JPN,25,40,.064223975
ROW,25,40,.092350014
USA,25,40,.083773695
BRA,26,40,.0415437
CHN,26,40,.049951326
EU,26,40,.063291796
IND,26,40,.085190848
JPN,26,40,.11908743
ROW,26,40,.084021613
USA,26,40,.098109484
BRA,27,40,.0131289
CHN,27,40,.026455378
EU,27,40,.017996497
IND,27,40,.040943686
JPN,27,40,.011108788
ROW,27,40,.026359605
USA,27,40,.020916699
BRA,28,40,.00040250001
CHN,28,40,.001463466
EU,28,40,.0012958999
IND,28,40,.0030620389
JPN,28,40,.0016977676
ROW,28,40,.0045687011
USA,28,40,.0029511994
BRA,29,40,.0057808999
CHN,29,40,.047842618
EU,29,40,.0048967996
IND,29,40,.086340822
JPN,29,40,.00063848781
ROW,29,40,.018972304
USA,29,40,.0068837991
BRA,30,40,.0047165998
CHN,30,40,.0029436306
EU,30,40,.0091251992
IND,30,40,.016208041
JPN,30,40,.00471261
ROW,30,40,.014537402
USA,30,40,.007743299
BRA,31,40,.0136832
CHN,31,40,.0055460925
EU,31,40,.022595298
IND,31,40,.000049985942
JPN,31,40,.001312575
ROW,31,40,.0075689014
USA,31,40,.0020046998
BRA,32,40,.0561742
CHN,32,40,.14024346
EU,32,40,.014405699
IND,32,40,.013884396
JPN,32,40,.021364693
ROW,32,40,.030539306
USA,32,40,.011712499
BRA,33,40,.0034942001
CHN,33,40,.026594866
EU,33,40,.016380798
IND,33,40,.00058183639
JPN,33,40,.020714505
ROW,33,40,.013983103
USA,33,40,.012634598
BRA,34,40,.022958601
CHN,34,40,.072201893
EU,34,40,.025832996
IND,34,40,.000049985942
JPN,34,40,.018174054
ROW,34,40,.028018406
USA,34,40,.030783497
BRA,35,40,.057243101
CHN,35,40,.024881022
EU,35,40,.046160396
IND,35,40,.00094323477
JPN,35,40,.056870617
ROW,35,40,.033153709
USA,35,40,.071647994
BRA,36,40,.27798471
CHN,36,40,.054571405
EU,36,40,.08188349
IND,36,40,.047831949
JPN,36,40,.074176781
ROW,36,40,.071216114
USA,36,40,.10483178
BRA,37,40,.0171024
CHN,37,40,.029777473
EU,37,40,.054878894
IND,37,40,.00010217127
JPN,37,40,.0097580133
ROW,37,40,.026019003
USA,37,40,.039779697
BRA,38,40,.079661697
CHN,38,40,.011892911
EU,38,40,.10310868
IND,38,40,.0036541722
JPN,38,40,.083811201
ROW,38,40,.078054413
USA,38,40,.099427685
BRA,39,40,.1576836
CHN,39,40,.060403571
EU,39,40,.098745883
IND,39,40,.05002813
JPN,39,40,.12331845
ROW,39,40,.05818031
USA,39,40,.054535992
BRA,40,40,.0080321003
CHN,40,40,.048850026
EU,40,40,.034784596
IND,40,40,.000057183919
JPN,40,40,.0002203958
ROW,40,40,.048381608
USA,40,40,.020806298
BRA,41,40,.0026038
CHN,41,40,.020437928
EU,41,40,.033070195
IND,41,40,.000049985942
JPN,41,40,.0032936372
ROW,41,40,.016712304
USA,41,40,.010349399
BRA,42,40,.00098200003
CHN,42,40,.0051142322
EU,42,40,.011069699
IND,42,40,.000049985942
JPN,42,40,.0032062388
ROW,42,40,.043637209
USA,42,40,.012397898
BRA,43,40,.0038352001
CHN,43,40,.0066602905
EU,43,40,.019748298
IND,43,40,.000049985942
JPN,43,40,.0036063313
ROW,43,40,.0057120011
USA,43,40,.0022092997
BRA,44,40,.0034713
CHN,44,40,.017866764
EU,44,40,.010584799
IND,44,40,.000049985942
JPN,44,40,.03301597
ROW,44,40,.0080793016
USA,44,40,.0093193995
BRA,1,41,.0069894162
CHN,1,41,.0042230305
EU,1,41,.0036245007
IND,1,41,.0043185013
JPN,1,41,.010479933
ROW,1,41,.015232502
USA,1,41,.0016109
BRA,2,41,.0016373568
CHN,2,41,.00075405178
EU,2,41,.00017990003
IND,2,41,.000049995386
JPN,2,41,.00054527569
ROW,2,41,.0017925003
USA,2,41,.00032630001
BRA,3,41,.00053318596
CHN,3,41,.0047406973
EU,3,41,.0033981006
IND,3,41,.00011238963
JPN,3,41,.00017339227
ROW,3,41,.022191701
USA,3,41,.0033418001
BRA,4,41,.00033049131
CHN,4,41,.000049996805
EU,4,41,.00034730005
IND,4,41,.000049995386
JPN,4,41,.00029978665
ROW,4,41,.0024248003
USA,4,41,.00092159997
BRA,5,41,.000049998682
CHN,5,41,.000049996805
EU,5,41,.000078600016
IND,5,41,.000049995386
JPN,5,41,.000049997769
ROW,5,41,.00044230005
USA,5,41,.0001295
BRA,6,41,.039250165
CHN,6,41,.10127392
EU,6,41,.035825707
IND,6,41,.0013835722
JPN,6,41,.031899776
ROW,6,41,.028839804
USA,6,41,.063586302
BRA,7,41,.0064824289
CHN,7,41,.01815374
EU,7,41,.0022046005
IND,7,41,.0020506107
JPN,7,41,.0033195519
ROW,7,41,.0087771006
USA,7,41,.0021009999
BRA,8,41,.00040178941
