iso_o,iso_d,indcode,tradevalue
BRA,JPN,36,62.27537099999999
CHN,JPN,36,328.640182
EU,JPN,36,5154.34130859375
IND,JPN,36,188.583981
JPN,JPN,36,283247.599502
ROW,JPN,36,5532.763671875
USA,JPN,36,8398.162182
BRA,ROW,36,559.767578125
CHN,ROW,36,4980.271484375
EU,ROW,36,73885.6953125
IND,ROW,36,5565.50732421875
JPN,ROW,36,5207.28759765625
ROW,ROW,36,1695962.75
USA,ROW,36,64566.23828125
BRA,USA,36,1092.757408
CHN,USA,36,2349.643461
EU,USA,36,56229.85546875
IND,USA,36,2433.208492
JPN,USA,36,4025.975829000001
ROW,USA,36,41583.5234375
USA,USA,36,2669749.895309
BRA,BRA,37,193042.87852
CHN,BRA,37,29.885301
EU,BRA,37,598.1201171875
IND,BRA,37,45.068697
JPN,BRA,37,68.12652399999999
ROW,BRA,37,521.8927001953125
USA,BRA,37,823.2965459999999
BRA,CHN,37,101.078744
CHN,CHN,37,965558.9139350001
EU,CHN,37,2455.315185546875
IND,CHN,37,269.438358
JPN,CHN,37,494.977657
ROW,CHN,37,8695.91015625
USA,CHN,37,1645.694301
BRA,EU,37,233.4328765869141
CHN,EU,37,565.0758666992188
EU,EU,37,2267347
IND,EU,37,418.6375732421875
JPN,EU,37,448.0208740234375
ROW,EU,37,7944.8076171875
USA,EU,37,2902.072021484375
BRA,IND,37,10.059802
CHN,IND,37,100.861443
EU,IND,37,282.069091796875
IND,IND,37,200943.12107
JPN,IND,37,26.660958
ROW,IND,37,1062.79638671875
USA,IND,37,393.12465
BRA,JPN,37,13.8233
CHN,JPN,37,211.466134
EU,JPN,37,242.2572937011719
IND,JPN,37,22.974222
JPN,JPN,37,669404.706718
ROW,JPN,37,1014.308410644531
USA,JPN,37,488.259395
BRA,ROW,37,391.9541625976563
CHN,ROW,37,2829.727783203125
EU,ROW,37,10044.4453125
IND,ROW,37,1432.115966796875
JPN,ROW,37,959.6094360351563
ROW,ROW,37,2100916
USA,ROW,37,9107.1865234375
BRA,USA,37,368.393965
CHN,USA,37,766.3672610000001
EU,USA,37,4152.666015625
IND,USA,37,636.2205929999999
JPN,USA,37,392.816856
ROW,USA,37,8523.3662109375
USA,USA,37,3378044.43166
BRA,BRA,38,105426.448433
CHN,BRA,38,129.194549
EU,BRA,38,4509.744140625
IND,BRA,38,66.43789400000001
JPN,BRA,38,79.07312300000004
ROW,BRA,38,1798.97314453125
USA,BRA,38,3218.430744
BRA,CHN,38,251.7038980000001
CHN,CHN,38,580621.2070800001
EU,CHN,38,10336.5537109375
IND,CHN,38,676.2163839999998
JPN,CHN,38,442.0597200000001
ROW,CHN,38,10347.49609375
USA,CHN,38,8236.901805000001
BRA,EU,38,3069.877685546875
CHN,EU,38,6758.04248046875
EU,EU,38,1826061
IND,EU,38,4416.3955078125
JPN,EU,38,2403.260986328125
ROW,EU,38,38743.77734375
USA,EU,38,57522.3359375
BRA,IND,38,99.07430299999997
CHN,IND,38,835.7325239999999
EU,IND,38,2910.922119140625
IND,IND,38,4933.355526
JPN,IND,38,98.59338099999999
ROW,IND,38,3485.77783203125
USA,IND,38,2467.018302999999
BRA,JPN,38,406.9516330000001
CHN,JPN,38,3922.713466
EU,JPN,38,8168.37060546875
IND,JPN,38,540.911525
JPN,JPN,38,327509.047212
ROW,JPN,38,11008.1806640625
USA,JPN,38,14495.84405
BRA,ROW,38,2018.661376953125
CHN,ROW,38,15501.13671875
EU,ROW,38,65192.65625
IND,ROW,38,6811.72802734375
JPN,ROW,38,4254.46728515625
ROW,ROW,38,1177316.875
USA,ROW,38,55323.76171875
BRA,USA,38,4385.372175
CHN,USA,38,5512.717759
EU,USA,38,50134.1171875
IND,USA,38,4768.278186
JPN,USA,38,2426.251545
ROW,USA,38,30421.0625
USA,USA,38,2212749.145472
BRA,BRA,39,99182.49432400001
CHN,BRA,39,58.08873
EU,BRA,39,6415.572265625
IND,BRA,39,265.2501239999999
JPN,BRA,39,359.1162219999999
ROW,BRA,39,1289.99951171875
USA,BRA,39,1130.997854
BRA,CHN,39,124.745871
CHN,CHN,39,771846.6852280001
EU,CHN,39,8220.8525390625
IND,CHN,39,536.766527
JPN,CHN,39,3093.530005
ROW,CHN,39,9986.46875
USA,CHN,39,3201.649509
BRA,EU,39,1723.708862304688
CHN,EU,39,3815.58740234375
EU,EU,39,1214829
IND,EU,39,4418.291015625
JPN,EU,39,14710.896484375
ROW,EU,39,32496.126953125
USA,EU,39,34186.65234375
BRA,IND,39,54.88690099999999
CHN,IND,39,529.4581790000001
EU,IND,39,3371.897216796875
IND,IND,39,156242.936851
JPN,IND,39,498.6843039999999
ROW,IND,39,3254.98388671875
USA,IND,39,769.0020420000001
BRA,JPN,39,129.55588
CHN,JPN,39,1744.474496
EU,JPN,39,4955.23828125
IND,JPN,39,483.4842840000001
JPN,JPN,39,192058.344688
ROW,JPN,39,8978.2998046875
USA,JPN,39,4645.975181999999
BRA,ROW,39,893.6361083984375
CHN,ROW,39,8232.0556640625
EU,ROW,39,44430.0859375
IND,ROW,39,5447.419921875
JPN,ROW,39,18939.794921875
ROW,ROW,39,753629
USA,ROW,39,19046.685546875
BRA,USA,39,298.72709
CHN,USA,39,768.158253
EU,USA,39,5736.83154296875
IND,USA,39,697.823228
JPN,USA,39,3326.245356
ROW,USA,39,5845.41162109375
USA,USA,39,1184481.75587
BRA,BRA,40,253731.167783
CHN,BRA,40,.01
EU,BRA,40,121.2436065673828
IND,BRA,40,.01
JPN,BRA,40,.060701
ROW,BRA,40,198.31396484375
USA,BRA,40,332.607988
BRA,CHN,40,113.79179
CHN,CHN,40,773181.0919489999
EU,CHN,40,331.5730590820313
IND,CHN,40,.01
JPN,CHN,40,.305512
ROW,CHN,40,1578.078491210938
USA,CHN,40,1036.774893
BRA,EU,40,201.3901977539063
CHN,EU,40,.01
EU,EU,40,1432730.375
IND,EU,40,.01
JPN,EU,40,1.571248054504395
ROW,EU,40,3881.76708984375
USA,EU,40,3558.375732421875
BRA,IND,40,12.315135
CHN,IND,40,.01
EU,IND,40,95.74809265136719
IND,IND,40,198426.077403
JPN,IND,40,.06048
ROW,IND,40,281.1701354980469
USA,IND,40,196.036461
BRA,JPN,40,23.839925
CHN,JPN,40,.01
EU,JPN,40,148.0506439208984
IND,JPN,40,.01
JPN,JPN,40,333303.509321
ROW,JPN,40,476.7614440917969
USA,JPN,40,902.057567
BRA,ROW,40,301.5526428222656
CHN,ROW,40,.01
EU,ROW,40,2465.879150390625
IND,ROW,40,.01
JPN,ROW,40,2.140983104705811
ROW,ROW,40,2000361
USA,ROW,40,5600.333984375
BRA,USA,40,201.154528
CHN,USA,40,.01
EU,USA,40,796.8993530273438
IND,USA,40,.01
JPN,USA,40,.5157539999999999
ROW,USA,40,2439.76708984375
USA,USA,40,2682293.617246
BRA,BRA,41,147197.829696
CHN,BRA,41,.118732
EU,BRA,41,88.6715087890625
IND,BRA,41,.6744790000000001
JPN,BRA,41,10.519939
ROW,BRA,41,42.14373779296875
USA,BRA,41,391.5025129999999
BRA,CHN,41,52.93011
CHN,CHN,41,511380.179709
EU,CHN,41,4830.58740234375
IND,CHN,41,301.469233
JPN,CHN,41,178.568483
ROW,CHN,41,15641.5751953125
USA,CHN,41,16402.737353
BRA,EU,41,31.21620941162109
CHN,EU,41,22.96662330627441
EU,EU,41,971565.6875
IND,EU,41,64.65908813476563
JPN,EU,41,259.2931213378906
ROW,EU,41,2796.263916015625
USA,EU,41,7328.7421875
BRA,IND,41,2.309493
CHN,IND,41,10.996061
EU,IND,41,428.7457580566406
IND,IND,41,124656.337402
JPN,IND,41,11.219917
ROW,IND,41,681.7853393554688
USA,IND,41,1304.316757
BRA,JPN,41,3.993721
CHN,JPN,41,7.35003
EU,JPN,41,441.11767578125
IND,JPN,41,1.84542
JPN,JPN,41,192663.828329
ROW,JPN,41,286.1891174316406
USA,JPN,41,1364.703815
BRA,ROW,41,31.14018249511719
CHN,ROW,41,149.5922546386719
EU,ROW,41,5820.18212890625
IND,ROW,41,155.1629028320313
JPN,ROW,41,382.6979064941406
ROW,ROW,41,1163068.25
USA,ROW,41,12519.6376953125
BRA,USA,41,58.540885
CHN,USA,41,22.43898
EU,USA,41,4322.79443359375
IND,USA,41,76.869974
JPN,USA,41,92.91650300000001
ROW,USA,41,5168.14892578125
USA,USA,41,1359846.533413
BRA,BRA,42,143339.528757
CHN,BRA,42,3.894726
EU,BRA,42,103.1556701660156
IND,BRA,42,6.593007
JPN,BRA,42,8.232509999999998
ROW,BRA,42,101.9695205688477
USA,BRA,42,158.462794
BRA,CHN,42,18.799307
CHN,CHN,42,407861.894008
EU,CHN,42,396.9029235839844
IND,CHN,42,59.082068
JPN,CHN,42,104.946069
ROW,CHN,42,2993.311279296875
USA,CHN,42,592.220295
BRA,EU,42,30.43655204772949
CHN,EU,42,75.45103454589844
EU,EU,42,1738490.875
IND,EU,42,62.3317985534668
JPN,EU,42,182.5447235107422
ROW,EU,42,2123.8525390625
USA,EU,42,1413.498168945313
BRA,IND,42,2.203373
CHN,IND,42,15.488923
EU,IND,42,76.17009735107422
IND,IND,42,66510.608614
JPN,IND,42,14.995907
ROW,IND,42,228.5236968994141
USA,IND,42,106.308829
BRA,JPN,42,3.142183
CHN,JPN,42,27.51654
EU,JPN,42,155.69775390625
IND,JPN,42,2.062437
JPN,JPN,42,531280.0775499999
ROW,JPN,42,251.1329193115234
USA,JPN,42,263.350068
BRA,ROW,42,56.5185661315918
CHN,ROW,42,400.8385925292969
EU,ROW,42,2628.718017578125
IND,ROW,42,168.4367980957031
JPN,ROW,42,355.8653869628906
ROW,ROW,42,1309280
USA,ROW,42,2377.689453125
BRA,USA,42,58.14488600000001
CHN,USA,42,115.296697
EU,USA,42,1400.7080078125
IND,USA,42,117.763134
JPN,USA,42,83.14309
ROW,USA,42,2301.645751953125
USA,USA,42,2401287.612827
BRA,BRA,43,11844.658868
CHN,BRA,43,23.387311
EU,BRA,43,450.4261169433594
IND,BRA,43,18.584273
JPN,BRA,43,6.346256
ROW,BRA,43,593.91259765625
USA,BRA,43,393.120293
BRA,CHN,43,53.049943
CHN,CHN,43,126010.279468
EU,CHN,43,5011.611328125
IND,CHN,43,177.252217
JPN,CHN,43,257.676633
ROW,CHN,43,9986.7744140625
USA,CHN,43,1442.611039
BRA,EU,43,176.7597351074219
CHN,EU,43,814.9954223632813
EU,EU,43,380513.9375
IND,EU,43,168.0180358886719
JPN,EU,43,91.45220947265625
ROW,EU,43,8153.97705078125
USA,EU,43,1971.016357421875
BRA,IND,43,6.809291
CHN,IND,43,123.779892
EU,IND,43,274.8952331542969
IND,IND,43,11694.980008
JPN,IND,43,5.350441000000001
ROW,IND,43,760.5437622070313
USA,IND,43,220.483972
BRA,JPN,43,2.745268
CHN,JPN,43,113.022639
EU,JPN,43,256.7306518554688
IND,JPN,43,6.567244
JPN,JPN,43,73548.49090799999
ROW,JPN,43,585.6553955078125
USA,JPN,43,261.834518
BRA,ROW,43,184.2368621826172
CHN,ROW,43,2589.320068359375
EU,ROW,43,12454.595703125
IND,ROW,43,513.8519897460938
JPN,ROW,43,264.6044311523438
ROW,ROW,43,280358.40625
USA,ROW,43,4944.29443359375
BRA,USA,43,53.331764
CHN,USA,43,240.811836
EU,USA,43,2228.430419921875
IND,USA,43,239.198612
JPN,USA,43,99.87231300000001
ROW,USA,43,4311.75537109375
USA,USA,43,317526.676961
BRA,BRA,44,47640.05476
CHN,BRA,44,5.281941
EU,BRA,44,101.7919921875
IND,BRA,44,9.002369
JPN,BRA,44,2.227305
ROW,BRA,44,147.8861236572266
USA,BRA,44,171.019361
BRA,CHN,44,14.620279
CHN,CHN,44,279168.965137
EU,CHN,44,388.880126953125
IND,CHN,44,78.55987500000001
JPN,CHN,44,56.50999699999999
ROW,CHN,44,4116.79736328125
USA,CHN,44,663.8027979999999
BRA,EU,44,16.25755119323731
CHN,EU,44,103.2338256835938
EU,EU,44,397913.96875
IND,EU,44,85.20017242431641
JPN,EU,44,48.02361297607422
ROW,EU,44,2613.384033203125
USA,EU,44,760.283203125
BRA,IND,44,1.231526
CHN,IND,44,19.867297
EU,IND,44,58.49131393432617
IND,IND,44,70392.762538
JPN,IND,44,3.749009000000001
ROW,IND,44,350.4148559570313
USA,IND,44,104.22508
BRA,JPN,44,.5414640000000001
CHN,JPN,44,33.099377
EU,JPN,44,90.83985900878906
IND,JPN,44,2.495211
JPN,JPN,44,106897.86323
ROW,JPN,44,359.4270935058594
USA,JPN,44,115.23734
BRA,ROW,44,34.13933944702148
CHN,ROW,44,509.3660278320313
EU,ROW,44,2343.306884765625
IND,ROW,44,216.8440093994141
JPN,ROW,44,109.0745620727539
ROW,ROW,44,454952.03125
USA,ROW,44,2206.63818359375
BRA,USA,44,38.931319
CHN,USA,44,159.803317
EU,USA,44,1181.722045898438
IND,USA,44,164.211382
JPN,USA,44,33.78771500000001
ROW,USA,44,3040.884765625
USA,USA,44,483687.008664
