iso_o,iso_d,indcode,tradevalue
JPN,IND,18,1122.19436
ROW,IND,18,4153.27294921875
USA,IND,18,706.2249529999999
BRA,JPN,18,54.42249500000001
CHN,JPN,18,33887.54437999999
EU,JPN,18,5595.57177734375
IND,JPN,18,178.409867
JPN,JPN,18,111946.328199
ROW,JPN,18,17225.59765625
USA,JPN,18,2945.64802
BRA,ROW,18,1426.159301757813
CHN,ROW,18,77341.78515625
EU,ROW,18,52435.3359375
IND,ROW,18,4988.61376953125
JPN,ROW,18,16222.8857421875
ROW,ROW,18,264997.75
USA,ROW,18,18368.10546875
BRA,USA,18,331.020239
CHN,USA,18,34851.168929
EU,USA,18,11885.67578125
IND,USA,18,1177.171641
JPN,USA,18,5435.737292
ROW,USA,18,29140.650390625
USA,USA,18,93629.48100599999
BRA,BRA,19,29518.480979
CHN,BRA,19,2182.849959
EU,BRA,19,4369.9814453125
IND,BRA,19,176.400213
JPN,BRA,19,590.3067040000001
ROW,BRA,19,1521.435180664063
USA,BRA,19,1309.817328
BRA,CHN,19,105.328523
CHN,CHN,19,937628.6757629999
EU,CHN,19,32469.443359375
IND,CHN,19,613.2893909999999
JPN,CHN,19,23661.762942
ROW,CHN,19,25074.60546875
USA,CHN,19,7799.316501999999
BRA,EU,19,596.1546020507813
CHN,EU,19,21139.5869140625
EU,EU,19,504841.59375
IND,EU,19,2649.45263671875
JPN,EU,19,10760.380859375
ROW,EU,19,30088.0859375
USA,EU,19,14081.9404296875
BRA,IND,19,115.78835
CHN,IND,19,13283.026411
EU,IND,19,14482.55078125
IND,IND,19,64114.57690099999
JPN,IND,19,3879.534501000001
ROW,IND,19,8202.9892578125
USA,IND,19,2485.558354
BRA,JPN,19,44.62508999999999
CHN,JPN,19,13038.818672
EU,JPN,19,8331.427734375
IND,JPN,19,233.646686
JPN,JPN,19,214754.969515
ROW,JPN,19,11347.58984375
USA,JPN,19,5906.648332000001
BRA,ROW,19,4693.40478515625
CHN,ROW,19,80026.19921875
EU,ROW,19,145670.078125
IND,ROW,19,8270.7255859375
JPN,ROW,19,47534.32421875
ROW,ROW,19,364099.3125
USA,ROW,19,61411.18359375
BRA,USA,19,1084.494433
CHN,USA,19,24850.386428
EU,USA,19,40324.03515625
IND,USA,19,2123.364401
JPN,USA,19,17489.576362
ROW,USA,19,40934.109375
USA,USA,19,273145.748114
BRA,BRA,20,63602.0743
CHN,BRA,20,669.197354
EU,BRA,20,3153.452392578125
IND,BRA,20,162.679165
JPN,BRA,20,906.1956409999998
ROW,BRA,20,6993.3271484375
USA,BRA,20,646.6401280000001
BRA,CHN,20,143.156373
CHN,CHN,20,1177088.194451
EU,CHN,20,34135.48828125
IND,CHN,20,147.339934
JPN,CHN,20,15101.769817
ROW,CHN,20,7759.8173828125
USA,CHN,20,10618.751244
BRA,EU,20,940.4671630859375
CHN,EU,20,4550.28466796875
EU,EU,20,809376.25
IND,EU,20,2182.67236328125
JPN,EU,20,17173.646484375
ROW,EU,20,46215.05078125
USA,EU,20,9391.2978515625
BRA,IND,20,47.77655899999999
CHN,IND,20,827.939108
EU,IND,20,2520.57421875
IND,IND,20,108079.180671
JPN,IND,20,887.2834060000001
ROW,IND,20,2008.29248046875
USA,IND,20,375.555327
BRA,JPN,20,66.81940599999999
CHN,JPN,20,3609.456877
EU,JPN,20,11482.2275390625
IND,JPN,20,178.089303
JPN,JPN,20,302622.636454
ROW,JPN,20,7876.03466796875
USA,JPN,20,1658.748722
BRA,ROW,20,12153.921875
CHN,ROW,20,21620.13330078125
EU,ROW,20,127881.8515625
IND,ROW,20,7665.734375
JPN,ROW,20,67038.5546875
ROW,ROW,20,524786.0625
USA,ROW,20,83658.2578125
BRA,USA,20,1233.822538
CHN,USA,20,12012.417405
EU,USA,20,60304.18359375
IND,USA,20,1487.614438
JPN,USA,20,51111.186413
ROW,USA,20,180854.046875
USA,USA,20,554629.5781019999
BRA,BRA,21,6430.947243
CHN,BRA,21,489.865447
EU,BRA,21,1847.168701171875
IND,BRA,21,36.992448
JPN,BRA,21,194.81933
ROW,BRA,21,820.631591796875
USA,BRA,21,1775.477672
BRA,CHN,21,1490.756991
CHN,CHN,21,157315.27027
EU,CHN,21,14806.0908203125
IND,CHN,21,34.733729
JPN,CHN,21,2156.698129
ROW,CHN,21,2826.2802734375
USA,CHN,21,15147.618798
BRA,EU,21,899.9755249023438
CHN,EU,21,7255.228637695313
EU,EU,21,182646.75
IND,EU,21,974.7718505859375
JPN,EU,21,5249.2080078125
ROW,EU,21,26452.189453125
USA,EU,21,32771.546875
BRA,IND,21,4.226023
CHN,IND,21,1750.799447
EU,IND,21,4739.0380859375
IND,IND,21,32116.884614
JPN,IND,21,363.942781
ROW,IND,21,1498.208618164063
USA,IND,21,3338.637015
BRA,JPN,21,386.828116
CHN,JPN,21,1817.571161
EU,JPN,21,3038.784912109375
IND,JPN,21,64.48085300000003
JPN,JPN,21,37267.118679
ROW,JPN,21,2584.2734375
USA,JPN,21,7534.726248000003
BRA,ROW,21,1293.575439453125
CHN,ROW,21,29539.83349609375
EU,ROW,21,51647.66015625
IND,ROW,21,4235.27490234375
JPN,ROW,21,10950.748046875
ROW,ROW,21,198635.125
USA,ROW,21,51722.4609375
BRA,USA,21,2719.889734
CHN,USA,21,2792.804982
EU,USA,21,18992.08984375
IND,USA,21,398.2361170000001
JPN,USA,21,4400.241186
ROW,USA,21,18558.892578125
USA,USA,21,222485.65974
BRA,BRA,22,43083.74217999999
CHN,BRA,22,949.804126
EU,BRA,22,1477.5556640625
IND,BRA,22,121.437161
JPN,BRA,22,119.630616
ROW,BRA,22,906.3387451171875
USA,BRA,22,564.094278
BRA,CHN,22,65.98494700000002
CHN,CHN,22,208728.918372
EU,CHN,22,3983.988525390625
IND,CHN,22,1388.264575
JPN,CHN,22,1118.997695
ROW,CHN,22,5558.1845703125
USA,CHN,22,1281.069191
BRA,EU,22,364.5211486816406
CHN,EU,22,26710.7060546875
EU,EU,22,428839.3125
IND,EU,22,3041.3837890625
JPN,EU,22,2076.762939453125
ROW,EU,22,23668.439453125
USA,EU,22,9874.5732421875
BRA,IND,22,34.70593599999999
CHN,IND,22,4944.876044000001
EU,IND,22,4004.165283203125
IND,IND,22,32455.382198
JPN,IND,22,353.880167
ROW,IND,22,11523.1162109375
USA,IND,22,2476.392736
BRA,JPN,22,55.925099
CHN,JPN,22,8389.390594
EU,JPN,22,4055.87744140625
IND,JPN,22,478.751479
JPN,JPN,22,133910.536906
ROW,JPN,22,6867.86181640625
USA,JPN,22,3201.597166
BRA,ROW,22,721.011474609375
CHN,ROW,22,45618.12890625
EU,ROW,22,43285.203125
IND,ROW,22,16134.759765625
JPN,ROW,22,4988.67529296875
ROW,ROW,22,305076.90625
USA,ROW,22,20135.60546875
BRA,USA,22,387.915046
CHN,USA,22,49533.92360200001
EU,USA,22,22178.578125
IND,USA,22,13105.308694
JPN,USA,22,1601.618666
ROW,USA,22,44150.95703125
USA,USA,22,226647.079215
BRA,BRA,23,91669.85443200001
CHN,BRA,23,.01
EU,BRA,23,68.24203491210938
IND,BRA,23,.01
JPN,BRA,23,.748024
ROW,BRA,23,2143.08544921875
USA,BRA,23,8.784535
BRA,CHN,23,.190588
CHN,CHN,23,847449.9704159997
EU,CHN,23,312.1691589355469
IND,CHN,23,323.1529330000001
JPN,CHN,23,4.876528
ROW,CHN,23,392.658935546875
USA,CHN,23,40.42155999999999
BRA,EU,23,.676160991191864
CHN,EU,23,.01
EU,EU,23,831160.25
IND,EU,23,.01
JPN,EU,23,20.87834358215332
ROW,EU,23,5133.0732421875
USA,EU,23,62.17490768432617
BRA,IND,23,.023969
CHN,IND,23,.01
EU,IND,23,90.28592681884766
IND,IND,23,131282.693148
JPN,IND,23,.8894830000000003
ROW,IND,23,206.0615997314453
USA,IND,23,7.308744000000002
BRA,JPN,23,.03933
CHN,JPN,23,.01
EU,JPN,23,137.3035736083984
IND,JPN,23,.01
JPN,JPN,23,219936.045079
ROW,JPN,23,128.1797027587891
USA,JPN,23,16.819423
BRA,ROW,23,11.94835472106934
CHN,ROW,23,1448.170166015625
EU,ROW,23,4568.35986328125
IND,ROW,23,27.34579658508301
JPN,ROW,23,30.86272621154785
ROW,ROW,23,979431.375
USA,ROW,23,2711.45458984375
BRA,USA,23,.755056
CHN,USA,23,.01
EU,USA,23,537.4517211914063
IND,USA,23,.01
JPN,USA,23,7.647846
ROW,USA,23,2784.619384765625
USA,USA,23,440282.639819
BRA,BRA,24,23545.459825
CHN,BRA,24,.01
EU,BRA,24,48.41895294189453
IND,BRA,24,.01
JPN,BRA,24,.7853279999999999
ROW,BRA,24,11.37376594543457
USA,BRA,24,1.611052
BRA,CHN,24,1.048427
CHN,CHN,24,163689.429463
EU,CHN,24,234.3881225585938
IND,CHN,24,.01
JPN,CHN,24,10.846185
ROW,CHN,24,91.71937561035156
USA,CHN,24,7.185473000000001
BRA,EU,24,4.197611808776856
CHN,EU,24,7.999360084533691
EU,EU,24,348837.0625
IND,EU,24,.01
JPN,EU,24,22.43880653381348
ROW,EU,24,204.9599609375
USA,EU,24,62.2314567565918
BRA,IND,24,.170877
CHN,IND,24,.01
EU,IND,24,56.80547714233398
IND,IND,24,26595.784128
JPN,IND,24,3.992115
ROW,IND,24,26.88390922546387
USA,IND,24,1.573321
BRA,JPN,24,.2591590000000001
CHN,JPN,24,.01
EU,JPN,24,81.42720031738281
IND,JPN,24,.01
JPN,JPN,24,85609.44601900001
ROW,JPN,24,39.02995681762695
USA,JPN,24,7.344292
BRA,ROW,24,3.232834100723267
CHN,ROW,24,.01
EU,ROW,24,1262.0234375
IND,ROW,24,.01
JPN,ROW,24,49.39529800415039
ROW,ROW,24,228373.40625
USA,ROW,24,39.80366516113281
BRA,USA,24,1.781446
CHN,USA,24,.01
EU,USA,24,306.5651245117188
IND,USA,24,.01
JPN,USA,24,19.30065
ROW,USA,24,241.1977386474609
USA,USA,24,113036.062857
BRA,BRA,25,171047.970044
CHN,BRA,25,.01
EU,BRA,25,161.0121917724609
IND,BRA,25,.01
JPN,BRA,25,1.375337
ROW,BRA,25,62.00933837890625
USA,BRA,25,1.70327
BRA,CHN,25,2.039342
CHN,CHN,25,2980329.740617
EU,CHN,25,533.8431396484375
IND,CHN,25,.01
JPN,CHN,25,11.457966
ROW,CHN,25,617.0685424804688
USA,CHN,25,1.750944
BRA,EU,25,19.86771392822266
CHN,EU,25,.01
EU,EU,25,2121064.5
IND,EU,25,.01
JPN,EU,25,40.90630340576172
ROW,EU,25,1958.842163085938
USA,EU,25,23.42259025573731
BRA,IND,25,.433817
CHN,IND,25,.01
EU,IND,25,145.3043823242188
IND,IND,25,505060.245816
JPN,IND,25,2.302306000000001
ROW,IND,25,226.6902008056641
USA,IND,25,.595617
BRA,JPN,25,1.454813
CHN,JPN,25,.01
EU,JPN,25,320.9448852539063
IND,JPN,25,.01
JPN,JPN,25,551657.648406
ROW,JPN,25,427.0303039550781
USA,JPN,25,5.096684
BRA,ROW,25,11.42446804046631
CHN,ROW,25,.01
EU,ROW,25,3468.02197265625
IND,ROW,25,.01
JPN,ROW,25,68.24758148193359
ROW,ROW,25,3189773.5
USA,ROW,25,15.16381168365479
BRA,USA,25,8.270567000000002
CHN,USA,25,.01
EU,USA,25,968.25341796875
IND,USA,25,.01
JPN,USA,25,16.272991
ROW,USA,25,711.7338256835938
USA,USA,25,1568110.17769
BRA,BRA,26,351388.07756
CHN,BRA,26,1665.450422
EU,BRA,26,8123.1845703125
IND,BRA,26,340.0631800000001
JPN,BRA,26,649.3719939999999
ROW,BRA,26,8107.7041015625
USA,BRA,26,6486.187414999999
BRA,CHN,26,4328.820338999999
CHN,CHN,26,1490563.731707
EU,CHN,26,35031.28515625
IND,CHN,26,1494.248881
JPN,CHN,26,21341.50199600001
ROW,CHN,26,81072.8359375
USA,CHN,26,29343.786305
BRA,EU,26,4256.96533203125
CHN,EU,26,20905.859375
EU,EU,26,2885833.5
IND,EU,26,5468.4775390625
JPN,EU,26,10694.060546875
ROW,EU,26,138733.828125
USA,EU,26,52914.734375
BRA,IND,26,1007.770558
CHN,IND,26,4335.569638
EU,IND,26,8472.572265625
IND,IND,26,323771.883993
JPN,IND,26,2370.132068
ROW,IND,26,27927.537109375
USA,IND,26,6608.646540000001
BRA,JPN,26,835.66585
CHN,JPN,26,10551.290742
EU,JPN,26,14048.3076171875
IND,JPN,26,578.1594789999999
JPN,JPN,26,902360.3003149998
ROW,JPN,26,29867.6171875
USA,JPN,26,16751.673208
BRA,ROW,26,14851.861328125
CHN,ROW,26,57025.53515625
EU,ROW,26,181227.8125
IND,ROW,26,13175.0322265625
JPN,ROW,26,46378.40234375
ROW,ROW,26,3645490.5
USA,ROW,26,174765.15625
BRA,USA,26,3434.235453000001
CHN,USA,26,28975.878843
EU,USA,26,59230.20703125
IND,USA,26,5083.434012
JPN,USA,26,14811.47074
ROW,USA,26,123734.6875
USA,USA,26,3126662.605244999
BRA,BRA,27,102156.531283
CHN,BRA,27,611.6789080000001
EU,BRA,27,1542.220581054688
IND,BRA,27,153.664026
JPN,BRA,27,119.461327
ROW,BRA,27,1891.482543945313
USA,BRA,27,1385.618224
BRA,CHN,27,2687.777896
CHN,CHN,27,724087.1443130003
EU,CHN,27,14260.798828125
IND,CHN,27,1211.682493
JPN,CHN,27,8377.644218999998
ROW,CHN,27,36172.8984375
USA,CHN,27,7604.483912
BRA,EU,27,1548.830200195313
CHN,EU,27,10364.263671875
EU,EU,27,643455.75
IND,EU,27,2191.722412109375
JPN,EU,27,2850.787353515625
ROW,EU,27,49264.234375
USA,EU,27,9385.0380859375
BRA,IND,27,282.473067
CHN,IND,27,2024.473077
EU,IND,27,1968.784423828125
IND,IND,27,180743.63756
JPN,IND,27,573.8071229999998
ROW,IND,27,5923.013671875
USA,IND,27,1296.022946
BRA,JPN,27,382.2049660000001
CHN,JPN,27,3360.726754
EU,JPN,27,1998.201904296875
IND,JPN,27,227.7972330000001
JPN,JPN,27,188249.201596
ROW,JPN,27,5436.0146484375
USA,JPN,27,2695.771463
BRA,ROW,27,3892.914306640625
CHN,ROW,27,27764.35546875
EU,ROW,27,63559.14453125
IND,ROW,27,6381.76806640625
JPN,ROW,27,12847.04296875
ROW,ROW,27,956335.9375
USA,ROW,27,28952.171875
BRA,USA,27,1153.912024
CHN,USA,27,9702.743321
EU,USA,27,13673.28125
IND,USA,27,2070.16385
JPN,USA,27,3334.185052
ROW,USA,27,37217.74609375
USA,USA,27,509675.286694
BRA,BRA,28,4482.146425000001
CHN,BRA,28,234.8976120000001
EU,BRA,28,3245.680419921875
IND,BRA,28,23.597215
JPN,BRA,28,103.363366
ROW,BRA,28,2795.517333984375
USA,BRA,28,518.2457929999999
BRA,CHN,28,497.5018739999999
CHN,CHN,28,70021.86274600001
EU,CHN,28,12342.0068359375
IND,CHN,28,136.357342
JPN,CHN,28,3299.175289999999
ROW,CHN,28,25695.255859375
USA,CHN,28,1350.538658
BRA,EU,28,358.3340454101563
CHN,EU,28,3538.954345703125
EU,EU,28,87528.2734375
IND,EU,28,154.8399047851563
JPN,EU,28,1083.345581054688
ROW,EU,28,18968.494140625
USA,EU,28,1577.906860351563
BRA,IND,28,95.234109
CHN,IND,28,1433.112593
EU,IND,28,5060.48046875
IND,IND,28,2406.001835999999
JPN,IND,28,344.880492
ROW,IND,28,8229.970703125
USA,IND,28,312.29682
BRA,JPN,28,38.39537900000001
CHN,JPN,28,1153.768284
EU,JPN,28,1855.341186523438
IND,JPN,28,10.050408
JPN,JPN,28,33890.25482400001
ROW,JPN,28,5166.21826171875
USA,JPN,28,424.043985
BRA,ROW,28,1119.781005859375
CHN,ROW,28,17671.966796875
EU,ROW,28,45711.7421875
IND,ROW,28,769.8960571289063
JPN,ROW,28,7157.93212890625
ROW,ROW,28,214495.625
USA,ROW,28,5502.1923828125
BRA,USA,28,184.694229
CHN,USA,28,1558.979639
EU,USA,28,6400.814453125
IND,USA,28,161.915089
JPN,USA,28,912.9748510000001
ROW,USA,28,8157.75
USA,USA,28,40606.50446500001
BRA,BRA,29,10152.089074
CHN,BRA,29,116.296226
EU,BRA,29,2048.248779296875
IND,BRA,29,96.34829500000001
JPN,BRA,29,37.889687
ROW,BRA,29,1679.2470703125
USA,BRA,29,2848.411374000001
BRA,CHN,29,400.618521
CHN,CHN,29,96787.62530599999
EU,CHN,29,6608.98681640625
IND,CHN,29,729.2259140000001
JPN,CHN,29,1436.191891
ROW,CHN,29,27121.4609375
USA,CHN,29,7636.816506000001
BRA,EU,29,547.3034057617188
CHN,EU,29,3491.989501953125
EU,EU,29,112845.5
IND,EU,29,854.6376342773438
JPN,EU,29,770.8628540039063
ROW,EU,29,31223.306640625
USA,EU,29,13066.322265625
BRA,IND,29,84.83353200000001
CHN,IND,29,810.5519419999999
EU,IND,29,2958.305908203125
IND,IND,29,12125.742342
JPN,IND,29,151.864509
ROW,IND,29,7356.95166015625
USA,IND,29,2099.626202
BRA,JPN,29,23.167725
CHN,JPN,29,491.451498
EU,JPN,29,820.6563720703125
IND,JPN,29,20.654823
JPN,JPN,29,21493.871174
ROW,JPN,29,2805.711669921875
USA,JPN,29,1389.157578
BRA,ROW,29,928.01513671875
CHN,ROW,29,9787.8037109375
EU,ROW,29,36873.11328125
IND,ROW,29,3492.3447265625
JPN,ROW,29,2991.951171875
ROW,ROW,29,252690.96875
USA,ROW,29,28737.8984375
BRA,USA,29,307.790404
CHN,USA,29,1809.525008
EU,USA,29,8731.49609375
IND,USA,29,509.280708
JPN,USA,29,731.30603
ROW,USA,29,18091.671875
USA,USA,29,145337.134392
BRA,BRA,30,26718.546868
CHN,BRA,30,95.56475800000001
EU,BRA,30,1078.065185546875
IND,BRA,30,45.71269600000001
JPN,BRA,30,50.671849
ROW,BRA,30,887.2149658203125
USA,BRA,30,446.1358650000001
BRA,CHN,30,725.582863
CHN,CHN,30,148035.303286
EU,CHN,30,4647.14208984375
IND,CHN,30,274.203066
JPN,CHN,30,2158.168609000001
ROW,CHN,30,11828.837890625
USA,CHN,30,1585.770781
BRA,EU,30,1301.565673828125
CHN,EU,30,2364.127197265625
EU,EU,30,571749.4375
IND,EU,30,924.9360961914063
JPN,EU,30,1132.435424804688
ROW,EU,30,25969.21484375
USA,EU,30,3951.694580078125
BRA,IND,30,122.284327
CHN,IND,30,365.145323
EU,IND,30,1805.94970703125
IND,IND,30,39227.53955200001
JPN,IND,30,273.2296979999999
ROW,IND,30,4301.9794921875
USA,IND,30,394.1512339999999
BRA,JPN,30,88.31150900000003
CHN,JPN,30,533.269857
EU,JPN,30,1193.618041992188
IND,JPN,30,51.51770900000001
JPN,JPN,30,90704.76859100002
ROW,JPN,30,3210.82568359375
USA,JPN,30,710.557816
BRA,ROW,30,1728.331909179688
CHN,ROW,30,5368.60986328125
EU,ROW,30,32803.875
IND,ROW,30,2500.980224609375
JPN,ROW,30,5913.78564453125
ROW,ROW,30,397825.90625
USA,ROW,30,8644.0634765625
BRA,USA,30,457.5797149999999
CHN,USA,30,1506.320601
EU,USA,30,6963.09130859375
IND,USA,30,399.1743609999999
JPN,USA,30,1303.23504
ROW,USA,30,10551.36328125
USA,USA,30,252865.944145
BRA,BRA,31,10441.850088
CHN,BRA,31,.313261
EU,BRA,31,28.74799156188965
IND,BRA,31,.554226
JPN,BRA,31,.811977
ROW,BRA,31,16.40008926391602
USA,BRA,31,23.248892
BRA,CHN,31,.7766390000000001
CHN,CHN,31,92230.43845700001
EU,CHN,31,97.64976501464844
IND,CHN,31,4.862890000000001
JPN,CHN,31,35.952252
ROW,CHN,31,350.1512451171875
USA,CHN,31,49.6612
BRA,EU,31,38.40347671508789
CHN,EU,31,6.851140975952148
EU,EU,31,131774.265625
IND,EU,31,14.80395317077637
JPN,EU,31,122.2622985839844
ROW,EU,31,6561.7685546875
USA,EU,31,5319.0341796875
BRA,IND,31,.114867
CHN,IND,31,1.28216
EU,IND,31,48.09342193603516
IND,IND,31,7454.891368999999
JPN,IND,31,1.225253
ROW,IND,31,94.43133544921875
USA,IND,31,36.804543
BRA,JPN,31,.4396399999999999
CHN,JPN,31,2.734672
EU,JPN,31,127.5495758056641
IND,JPN,31,.297771
JPN,JPN,31,12549.470904
ROW,JPN,31,411.1810607910156
USA,JPN,31,243.892801
BRA,ROW,31,10.79212474822998
CHN,ROW,31,35.63520812988281
EU,ROW,31,2552.3798828125
IND,ROW,31,20.30639266967773
JPN,ROW,31,262.7969970703125
ROW,ROW,31,86713.0859375
USA,ROW,31,5218.58642578125
BRA,USA,31,4.863337
CHN,USA,31,8.213723
EU,USA,31,407.5628356933594
IND,USA,31,9.289697
JPN,USA,31,46.167717
ROW,USA,31,792.9462280273438
USA,USA,31,138366.926829
BRA,BRA,32,87417.0463
CHN,BRA,32,39.822347
EU,BRA,32,1602.973510742188
IND,BRA,32,150.909289
JPN,BRA,32,78.020321
ROW,BRA,32,1407.585815429688
USA,BRA,32,2196.939081
BRA,CHN,32,289.857318
CHN,CHN,32,521678.837406
EU,CHN,32,7385.1767578125
IND,CHN,32,1798.775854
JPN,CHN,32,7787.74974
ROW,CHN,32,44393.171875
USA,CHN,32,11717.400699
BRA,EU,32,240.4570922851563
CHN,EU,32,786.8930053710938
EU,EU,32,790689.875
IND,EU,32,1428.126220703125
JPN,EU,32,733.125
ROW,EU,32,26018.84765625
USA,EU,32,8941.5263671875
BRA,IND,32,22.62921
CHN,IND,32,204.226182
EU,IND,32,693.4901733398438
IND,IND,32,59005.683999
JPN,IND,32,80.91404200000001
ROW,IND,32,3241.40673828125
USA,IND,32,1758.69398
BRA,JPN,32,7.997508999999999
CHN,JPN,32,389.73827
EU,JPN,32,725.4196166992188
IND,JPN,32,65.649743
JPN,JPN,32,258393.70481
ROW,JPN,32,2505.622802734375
USA,JPN,32,1895.215346
BRA,ROW,32,438.8354187011719
CHN,ROW,32,5409.74560546875
EU,ROW,32,37759.2890625
IND,ROW,32,4874.57177734375
JPN,ROW,32,4705.359375
ROW,ROW,32,917212.6875
USA,ROW,32,31975.076171875
BRA,USA,32,577.2919229999999
CHN,USA,32,1120.411183
EU,USA,32,18654.716796875
IND,USA,32,2581.671108
JPN,USA,32,2902.787941
ROW,USA,32,34276.6484375
USA,USA,32,953118.0602550001
BRA,BRA,33,17515.672227
CHN,BRA,33,28.9889
EU,BRA,33,1524.918212890625
IND,BRA,33,70.86893500000001
JPN,BRA,33,74.71047400000001
ROW,BRA,33,545.3942260742188
USA,BRA,33,2373.110262
BRA,CHN,33,66.250056
CHN,CHN,33,63473.19694
EU,CHN,33,5095.18994140625
IND,CHN,33,736.4688
JPN,CHN,33,594.653647
ROW,CHN,33,9503.40234375
USA,CHN,33,4319.394208
BRA,EU,33,713.73046875
CHN,EU,33,3546.93115234375
EU,EU,33,357242.78125
IND,EU,33,2655.313720703125
JPN,EU,33,2464.704345703125
ROW,EU,33,22064.568359375
USA,EU,33,37688.98828125
BRA,IND,33,18.213492
CHN,IND,33,290.064723
EU,IND,33,1153.504638671875
IND,IND,33,16615.531882
JPN,IND,33,84.452501
ROW,IND,33,1851.247314453125
USA,IND,33,1226.654381
BRA,JPN,33,40.399911
CHN,JPN,33,854.0984440000001
EU,JPN,33,2145.91845703125
IND,JPN,33,187.518815
JPN,JPN,33,93888.81386
ROW,JPN,33,4193.9736328125
USA,JPN,33,4215.585893
BRA,ROW,33,446.2099914550781
CHN,ROW,33,5706.138671875
EU,ROW,33,26016.912109375
IND,ROW,33,4889.42626953125
JPN,ROW,33,3548.132568359375
ROW,ROW,33,291483.1875
USA,ROW,33,30117.078125
BRA,USA,33,268.370335
CHN,USA,33,1156.848358
EU,USA,33,10706.6904296875
IND,USA,33,1367.145882
JPN,USA,33,2207.82369
ROW,USA,33,8042.544921875
USA,USA,33,628227.9611389999
BRA,BRA,34,51144.241904
CHN,BRA,34,8.541043999999999
EU,BRA,34,306.1316528320313
IND,BRA,34,15.575611
JPN,BRA,34,9.515789000000002
ROW,BRA,34,225.2415924072266
USA,BRA,34,362.741744
BRA,CHN,34,13.174466
CHN,CHN,34,229559.36695
EU,CHN,34,717.454833984375
IND,CHN,34,108.963426
JPN,CHN,34,175.092535
ROW,CHN,34,4709.109375
USA,CHN,34,1056.031857
BRA,EU,34,274.833251953125
CHN,EU,34,794.0477294921875
EU,EU,34,390591.9375
IND,EU,34,921.2033081054688
JPN,EU,34,1039.642822265625
ROW,EU,34,16851.70703125
USA,EU,34,7947.87451171875
BRA,IND,34,1.763424
CHN,IND,34,49.471321
EU,IND,34,296.9982299804688
IND,IND,34,56877.92642500001
JPN,IND,34,20.01199699999999
ROW,IND,34,637.5108642578125
USA,IND,34,229.006373
BRA,JPN,34,4.119788000000001
CHN,JPN,34,305.640571
EU,JPN,34,575.409912109375
IND,JPN,34,16.906093
JPN,JPN,34,171420.517078
ROW,JPN,34,1870.273071289063
USA,JPN,34,714.5089360000001
BRA,ROW,34,117.9046249389648
CHN,ROW,34,2478.25830078125
EU,ROW,34,15154.662109375
IND,ROW,34,1459.4794921875
JPN,ROW,34,2942.923583984375
ROW,ROW,34,636878.4375
USA,ROW,34,10954.169921875
BRA,USA,34,37.924515
CHN,USA,34,195.710933
EU,USA,34,1698.131225585938
IND,USA,34,194.126555
JPN,USA,34,94.66822200000001
ROW,USA,34,3214.03662109375
USA,USA,34,600112.5697639999
BRA,BRA,35,45019.267612
CHN,BRA,35,253.413525
EU,BRA,35,4151.63720703125
IND,BRA,35,1215.977114
JPN,BRA,35,51.12891800000001
ROW,BRA,35,2077.116455078125
USA,BRA,35,2779.207766
BRA,CHN,35,153.998773
CHN,CHN,35,273404.820804
EU,CHN,35,7287.1796875
IND,CHN,35,9125.479529
JPN,CHN,35,813.9785429999998
ROW,CHN,35,12282.5869140625
USA,CHN,35,2665.317818999999
BRA,EU,35,378.4915771484375
CHN,EU,35,7342.662109375
EU,EU,35,704341.3125
IND,EU,35,17544.5859375
JPN,EU,35,874.826904296875
ROW,EU,35,31759.55078125
USA,EU,35,16530.708984375
BRA,IND,35,30.944957
CHN,IND,35,1679.685078
EU,IND,35,3058.92822265625
IND,IND,35,57873.436282
JPN,IND,35,73.88948600000001
ROW,IND,35,4292.86962890625
USA,IND,35,1050.361781
BRA,JPN,35,1.980577000000001
CHN,JPN,35,6718.869235
EU,JPN,35,4753.1748046875
IND,JPN,35,2054.951532
JPN,JPN,35,175093.296369
ROW,JPN,35,5966.74658203125
USA,JPN,35,3409.139322
BRA,ROW,35,259.0871276855469
CHN,ROW,35,12475.431640625
EU,ROW,35,46961.94921875
IND,ROW,35,31493.83203125
JPN,ROW,35,1759.604614257813
ROW,ROW,35,354628.3125
USA,ROW,35,17121.7265625
BRA,USA,35,780.4931260000002
CHN,USA,35,4059.847207
EU,USA,35,11109.0615234375
IND,USA,35,31763.222628
JPN,USA,35,921.050463
ROW,USA,35,16931.080078125
USA,USA,35,747797.0239799999
BRA,BRA,36,200631.004952
CHN,BRA,36,22.112656
EU,BRA,36,1325.260864257813
IND,BRA,36,38.584366
JPN,BRA,36,29.684886
ROW,BRA,36,741.7420654296875
USA,BRA,36,3185.151763
BRA,CHN,36,69.587188
CHN,CHN,36,1033658.802063
EU,CHN,36,2600.53271484375
IND,CHN,36,302.748934
JPN,CHN,36,225.439449
ROW,CHN,36,12642.6748046875
USA,CHN,36,7175.582799
BRA,EU,36,747.5343627929688
CHN,EU,36,1612.010131835938
EU,EU,36,1546769.75
IND,EU,36,1652.198364257813
JPN,EU,36,4926.8232421875
ROW,EU,36,65257.47265625
USA,EU,36,66757.1796875
BRA,IND,36,31.817188
CHN,IND,36,389.0454359999999
EU,IND,36,4348.76025390625
IND,IND,36,182035.380886
JPN,IND,36,372.5656860000001
ROW,IND,36,7577.41064453125
USA,IND,36,3835.266452
